始发地,目的地,货物类型,日期,网址
浙江杭州 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6510778.html
江西 , 北京,圆木,2018/4/13,http://www.56135.com/huoyuan/I6510453.html
甘肃 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6510416.html
河北邯郸永年 , 北京,蔬菜,2018/4/13,http://www.56135.com/huoyuan/I6510395.html
广东广州 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6510375.html
广东深圳 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6510374.html
浙江金华 , 北京,冻品,2018/4/13,http://www.56135.com/huoyuan/I6510311.html
河北唐山迁安 , 北京房山,有螺纹钢,2018/4/13,http://www.56135.com/huoyuan/I6510227.html
山西 , 北京大兴,螺纹,2018/4/13,http://www.56135.com/huoyuan/I6510217.html
新疆图木舒克 , 北京昌平,棉粕,2018/4/13,http://www.56135.com/huoyuan/I6510139.html
新疆图木舒克 , 北京大兴,棉粕,2018/4/13,http://www.56135.com/huoyuan/I6510138.html
辽宁锦州 , 北京,M,2018/4/13,http://www.56135.com/huoyuan/I6510085.html
浙江杭州 , 北京,快递,2018/4/13,http://www.56135.com/huoyuan/I6510070.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6510001.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6509979.html
辽宁盘锦 , 北京,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6509949.html
河北沧州黄骅 , 北京房山,二甲苯,2018/4/13,http://www.56135.com/huoyuan/I6509898.html
河北沧州黄骅 , 北京,二甲苯,2018/4/13,http://www.56135.com/huoyuan/I6509896.html
四川成都 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6509703.html
江西南昌 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6509610.html
广东东莞 , 北京,京东,2018/4/13,http://www.56135.com/huoyuan/I6509517.html
浙江杭州 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6509514.html
宁夏银川 , 北京,汽油料,2018/4/13,http://www.56135.com/huoyuan/I6509452.html
内蒙古兴安盟突泉 , 北京延庆,无,2018/4/13,http://www.56135.com/huoyuan/I6509382.html
内蒙古兴安盟科尔沁右翼中旗 , 北京平谷,无,2018/4/13,http://www.56135.com/huoyuan/I6509377.html
甘肃酒泉玉门 , 北京房山,国五石脑油,2018/4/13,http://www.56135.com/huoyuan/I6509323.html
内蒙古鄂尔多斯杭锦旗 , 北京房山,油,2018/4/13,http://www.56135.com/huoyuan/I6509322.html
海南琼海大路 , 北京房山,油,2018/4/13,http://www.56135.com/huoyuan/I6509321.html
宁夏 , 北京房山,汽油料,2018/4/13,http://www.56135.com/huoyuan/I6509318.html
河北唐山 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6509309.html
河北保定涿州 , 北京大兴,普货,2018/4/13,http://www.56135.com/huoyuan/I6509307.html
甘肃酒泉玉门 , 北京房山,国五石脑油,2018/4/13,http://www.56135.com/huoyuan/I6509298.html
宁夏 , 北京房山,货,2018/4/13,http://www.56135.com/huoyuan/I6509297.html
内蒙古 , 北京,国五,2018/4/13,http://www.56135.com/huoyuan/I6509296.html
广东湛江徐闻 , 北京,玉米,2018/4/13,http://www.56135.com/huoyuan/I6509286.html
黑龙江哈尔滨通河 , 北京,大豆,2018/4/13,http://www.56135.com/huoyuan/I6509037.html
山西忻州宁武 , 北京昌平,无,2018/4/13,http://www.56135.com/huoyuan/I6508968.html
山东烟台莱阳 , 北京,9.6米、15米冷藏车,2018/4/13,http://www.56135.com/huoyuan/I6508846.html
浙江杭州 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508831.html
浙江台州 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508830.html
河北邯郸邱县 , 北京密云,卷布,2018/4/13,http://www.56135.com/huoyuan/I6508806.html
湖北襄阳 , 北京大兴,普货,2018/4/13,http://www.56135.com/huoyuan/I6508782.html
湖北黄石 , 北京昌平,厚壁管,2018/4/13,http://www.56135.com/huoyuan/I6508772.html
山西忻州宁武 , 北京昌平,无,2018/4/13,http://www.56135.com/huoyuan/I6508703.html
新疆乌鲁木齐 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508580.html
河北唐山滦县 , 北京顺义,无,2018/4/13,http://www.56135.com/huoyuan/I6508527.html
河北唐山滦县 , 北京房山,无,2018/4/13,http://www.56135.com/huoyuan/I6508526.html
广东深圳 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508522.html
广东东莞 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508521.html
山东滨州无棣 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508496.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508305.html
广东佛山 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508266.html
宁夏吴忠盐池 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6508207.html
内蒙古鄂尔多斯杭锦旗 , 北京房山,普货,2018/4/13,http://www.56135.com/huoyuan/I6508204.html
甘肃酒泉玉门 , 北京房山,石脑,2018/4/13,http://www.56135.com/huoyuan/I6508093.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508084.html
湖南常德石门 , 北京顺义,打包砖,2018/4/13,http://www.56135.com/huoyuan/I6508042.html
湖南常德石门 , 北京平谷,水泥,2018/4/13,http://www.56135.com/huoyuan/I6508024.html
湖南常德石门 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508019.html
河北秦皇岛卢龙 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6508015.html
河北秦皇岛卢龙 , 北京大兴,打包砖,2018/4/13,http://www.56135.com/huoyuan/I6508009.html
河北沧州黄骅 , 北京,芳烃,2018/4/13,http://www.56135.com/huoyuan/I6507973.html
山西运城平陆 , 北京,煤炭,2018/4/13,http://www.56135.com/huoyuan/I6507953.html
山东泰安东平 , 北京朝阳,煤炭,2018/4/13,http://www.56135.com/huoyuan/I6507940.html
河北保定安国 , 北京大兴,树苗,2018/4/13,http://www.56135.com/huoyuan/I6507748.html
宁夏银川 , 北京,汽油料,2018/4/13,http://www.56135.com/huoyuan/I6507714.html
辽宁锦州 , 北京,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6507704.html
黑龙江大庆 , 北京,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6507702.html
上海 , 北京,橙子,2018/4/13,http://www.56135.com/huoyuan/I6507658.html
河南南阳 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6507444.html
辽宁锦州 , 北京房山,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6507382.html
河北唐山 , 北京大兴,面煤,2018/4/13,http://www.56135.com/huoyuan/I6507258.html
广东深圳 , 北京,泡货,2018/4/13,http://www.56135.com/huoyuan/I6507229.html
广东广州 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6507228.html
湖北黄冈麻城 , 北京房山,货,2018/4/13,http://www.56135.com/huoyuan/I6507096.html
河北唐山古冶 , 北京,白灰,2018/4/13,http://www.56135.com/huoyuan/I6507066.html
吉林 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6506782.html
山西晋城高平 , 北京大兴,普货,2018/4/13,http://www.56135.com/huoyuan/I6506749.html
江西南昌 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6506742.html
广西南宁 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6506739.html
浙江金华 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6506731.html
上海 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6506728.html
福建漳州 , 北京,蔬菜,2018/4/13,http://www.56135.com/huoyuan/I6506701.html
山东滨州无棣 , 北京怀柔,树苗,2018/4/13,http://www.56135.com/huoyuan/I6506655.html
山东滨州无棣 , 北京延庆,树苗,2018/4/13,http://www.56135.com/huoyuan/I6506654.html
内蒙古巴彦淖尔五原 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6506468.html
吉林吉林舒兰 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6506460.html
浙江湖州 , 北京,冻品,2018/4/13,http://www.56135.com/huoyuan/I6506418.html
辽宁大连 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6506259.html
河北唐山曹妃甸 , 北京延庆,钢结构,2018/4/13,http://www.56135.com/huoyuan/I6506240.html
河北唐山丰润 , 北京大兴,砖,2018/4/13,http://www.56135.com/huoyuan/I6506235.html
湖南常德石门 , 北京延庆,砖,2018/4/13,http://www.56135.com/huoyuan/I6506234.html
湖南常德石门 , 北京顺义,砖,2018/4/13,http://www.56135.com/huoyuan/I6506233.html
湖南常德石门 , 北京怀柔,砖,2018/4/13,http://www.56135.com/huoyuan/I6506232.html
河北秦皇岛 , 北京门头沟,砖,2018/4/13,http://www.56135.com/huoyuan/I6506227.html
河北秦皇岛 , 北京延庆,砖,2018/4/13,http://www.56135.com/huoyuan/I6506226.html
湖南常德石门 , 北京密云,砖,2018/4/13,http://www.56135.com/huoyuan/I6506223.html
湖南常德石门 , 北京门头沟,砖,2018/4/13,http://www.56135.com/huoyuan/I6506222.html
湖南常德石门 , 北京通州,砖,2018/4/13,http://www.56135.com/huoyuan/I6506221.html
湖南常德石门 , 北京平谷,砖,2018/4/13,http://www.56135.com/huoyuan/I6506220.html
河北唐山古冶 , 北京丰台,砖,2018/4/13,http://www.56135.com/huoyuan/I6506219.html
河北唐山滦县 , 北京,砖,2018/4/13,http://www.56135.com/huoyuan/I6506218.html
河北唐山滦县 , 北京房山,砖,2018/4/13,http://www.56135.com/huoyuan/I6506216.html
河北唐山滦南 , 北京门头沟,砖,2018/4/13,http://www.56135.com/huoyuan/I6506213.html
河北唐山迁安 , 北京平谷,砖,2018/4/13,http://www.56135.com/huoyuan/I6506212.html
河北唐山丰润 , 北京顺义,砖,2018/4/13,http://www.56135.com/huoyuan/I6506211.html
湖南常德石门 , 北京海淀,砖,2018/4/13,http://www.56135.com/huoyuan/I6506210.html
河北唐山迁西 , 北京平谷,砖,2018/4/13,http://www.56135.com/huoyuan/I6506209.html
河北唐山迁安 , 北京,砂石料,2018/4/13,http://www.56135.com/huoyuan/I6506208.html
河北唐山迁西 , 北京,砂石料,2018/4/13,http://www.56135.com/huoyuan/I6506207.html
河北秦皇岛卢龙 , 北京,砂石料,2018/4/13,http://www.56135.com/huoyuan/I6506206.html
河北唐山滦县 , 北京顺义,石料,2018/4/13,http://www.56135.com/huoyuan/I6506202.html
湖南常德石门 , 北京昌平,石料,2018/4/13,http://www.56135.com/huoyuan/I6506201.html
河北唐山古冶 , 北京,石料,2018/4/13,http://www.56135.com/huoyuan/I6506199.html
湖北黄冈麻城 , 北京,石材,2018/4/13,http://www.56135.com/huoyuan/I6506192.html
湖北黄冈麻城 , 北京通州,石材,2018/4/13,http://www.56135.com/huoyuan/I6506189.html
广东惠州 , 北京,托盘,2018/4/13,http://www.56135.com/huoyuan/I6506170.html
河南南阳西峡 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6505982.html
北京大兴 , 北京延庆,货,2018/4/13,http://www.56135.com/huoyuan/I6505975.html
广东深圳 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6505912.html
山东威海 , 北京顺义,货,2018/4/13,http://www.56135.com/huoyuan/I6505901.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6505858.html
山西朔州应县 , 北京,无,2018/4/13,http://www.56135.com/huoyuan/I6505794.html
云南玉溪江川 , 北京,大米,2018/4/13,http://www.56135.com/huoyuan/I6505749.html
河北邯郸曲周 , 北京,有蔬菜,2018/4/13,http://www.56135.com/huoyuan/I6505722.html
河北唐山迁安 , 北京大兴,打包砖,2018/4/13,http://www.56135.com/huoyuan/I6505686.html
内蒙古巴彦淖尔五原 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6505546.html
河北沧州黄骅 , 北京,芳烃,2018/4/13,http://www.56135.com/huoyuan/I6505480.html
广西防城港东兴 , 北京,豆角,2018/4/13,http://www.56135.com/huoyuan/I6505466.html
浙江嘉兴 , 北京,快递,2018/4/13,http://www.56135.com/huoyuan/I6505413.html
广东湛江 , 北京,玉米,2018/4/13,http://www.56135.com/huoyuan/I6505340.html
内蒙古锡林郭勒盟多伦 , 北京,冻品,2018/4/13,http://www.56135.com/huoyuan/I6505309.html
黑龙江大庆 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6505207.html
广东中山 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6505194.html
广东深圳 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6505188.html
甘肃酒泉玉门 , 北京房山,国五石脑油,2018/4/13,http://www.56135.com/huoyuan/I6504980.html
内蒙古鄂尔多斯杭锦旗 , 北京房山,个人油库,2018/4/13,http://www.56135.com/huoyuan/I6504978.html
海南琼海大路 , 北京房山,个人油,2018/4/13,http://www.56135.com/huoyuan/I6504977.html
辽宁锦州 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6504860.html
黑龙江 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6504777.html
辽宁盘锦 , 北京,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6504746.html
辽宁锦州 , 北京房山,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6504744.html
广西南宁 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6504602.html
安徽宿州????桥 , 北京大兴,货,2018/4/13,http://www.56135.com/huoyuan/I6504560.html
江西景德镇 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6504418.html
河南驻马店泌阳 , 北京顺义,普货,2018/4/13,http://www.56135.com/huoyuan/I6504357.html
黑龙江双鸭山 , 北京大兴,酒精,2018/4/13,http://www.56135.com/huoyuan/I6504306.html
内蒙古巴彦淖尔五原 , 北京,甲醇,2018/4/13,http://www.56135.com/huoyuan/I6504294.html
内蒙古鄂尔多斯杭锦旗 , 北京房山,石脑油,2018/4/13,http://www.56135.com/huoyuan/I6504250.html
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/4/13,http://www.56135.com/huoyuan/I6504247.html
浙江台州 , 北京,西兰花,2018/4/13,http://www.56135.com/huoyuan/I6503844.html
福建漳州 , 北京,西兰花,2018/4/13,http://www.56135.com/huoyuan/I6503843.html
云南德宏瑞丽 , 北京,玉米,2018/4/13,http://www.56135.com/huoyuan/I6503841.html
云南昆明 , 北京,西兰花,2018/4/13,http://www.56135.com/huoyuan/I6503837.html
山东淄博 , 北京,汽油,2018/4/12,http://www.56135.com/huoyuan/I6503789.html
山西朔州应县 , 北京顺义,玉米,2018/4/12,http://www.56135.com/huoyuan/I6503751.html
山西朔州应县 , 北京平谷,玉米,2018/4/12,http://www.56135.com/huoyuan/I6503750.html
湖北荆州 , 北京,冻品,2018/4/12,http://www.56135.com/huoyuan/I6503734.html
湖北黄石大冶 , 北京丰台,有猪,2018/4/12,http://www.56135.com/huoyuan/I6503663.html
江西南昌 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6503598.html
黑龙江牡丹江绥芬河 , 北京怀柔,原木,2018/4/13,http://www.56135.com/huoyuan/I6503432.html
吉林 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6503376.html
黑龙江大庆 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6503375.html
黑龙江双鸭山集贤 , 北京,水稻,2018/4/13,http://www.56135.com/huoyuan/I6503173.html
山西大同天镇 , 北京大兴,重货,2018/4/13,http://www.56135.com/huoyuan/I6503091.html
黑龙江佳木斯桦南 , 北京大兴,普货,2018/4/13,http://www.56135.com/huoyuan/I6503053.html
河南许昌 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6502904.html
海南陵水 , 北京,冻品,2018/4/13,http://www.56135.com/huoyuan/I6502867.html
吉林白城镇赉 , 北京顺义,玉米,2018/4/13,http://www.56135.com/huoyuan/I6502664.html
河北唐山迁安 , 北京昌平,货,2018/4/13,http://www.56135.com/huoyuan/I6502547.html
河北唐山遵化 , 北京昌平,石子,2018/4/13,http://www.56135.com/huoyuan/I6502546.html
河北唐山迁西 , 北京昌平,沙子,2018/4/13,http://www.56135.com/huoyuan/I6502545.html
河北唐山迁西 , 北京怀柔,沙子,2018/4/13,http://www.56135.com/huoyuan/I6502541.html
河北唐山迁西 , 北京平谷,砖,2018/4/13,http://www.56135.com/huoyuan/I6502539.html
河北 , 北京,饮料,2018/4/13,http://www.56135.com/huoyuan/I6502537.html
福建漳州 , 北京,蔬菜,2018/4/13,http://www.56135.com/huoyuan/I6502535.html
黑龙江双鸭山 , 北京大兴,酒精,2018/4/13,http://www.56135.com/huoyuan/I6502523.html
辽宁锦州 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6502373.html
山西忻州宁武 , 北京朝阳,煤炭,2018/4/13,http://www.56135.com/huoyuan/I6502365.html
黑龙江双鸭山 , 北京,食用酒精,2018/4/13,http://www.56135.com/huoyuan/I6502284.html
辽宁锦州 , 北京房山,烷基化,2018/4/13,http://www.56135.com/huoyuan/I6502123.html
上海 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6502066.html
浙江金华 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6517836.html
上海 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6517832.html
山东济宁兖州 , 北京昌平,树苗,2018/4/14,http://www.56135.com/huoyuan/I6517827.html
广西南宁 , 北京,普货,2018/4/14,http://www.56135.com/huoyuan/I6517810.html
浙江金华 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6517789.html
上海 , 北京,普货,2018/4/14,http://www.56135.com/huoyuan/I6517784.html
上海 , 北京,若干吨,2018/4/14,http://www.56135.com/huoyuan/I6517670.html
山东潍坊 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6517647.html
山东烟台 , 北京,普货,2018/4/14,http://www.56135.com/huoyuan/I6517611.html
上海 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6517591.html
上海 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6517555.html
广东深圳 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6520123.html
广东东莞 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6520120.html
广东佛山 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6520119.html
广东中山 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6520118.html
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/4/14,http://www.56135.com/huoyuan/I6519723.html
上海 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519380.html
广东中山 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519364.html
广东中山 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519354.html
广东深圳 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519350.html
广东东莞 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519349.html
山东临沂平邑 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6519300.html
辽宁盘锦 , 北京,危险品,2018/4/14,http://www.56135.com/huoyuan/I6519214.html
江苏扬州 , 北京,冰淇淋,2018/4/14,http://www.56135.com/huoyuan/I6519204.html
山东淄博临淄 , 北京,干净货,2018/4/14,http://www.56135.com/huoyuan/I6518951.html
江苏扬州 , 北京,冻品,2018/4/14,http://www.56135.com/huoyuan/I6518935.html
河南郑州 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6518889.html
广东佛山 , 北京,快递,2018/4/11,http://www.56135.com/huoyuan/I6518754.html
重庆 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6518751.html
新疆乌鲁木齐 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6518744.html
吉林吉林舒兰 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518350.html
广东东莞 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518312.html
辽宁盘锦 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518277.html
海南琼海大路 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518262.html
辽宁盘锦 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518202.html
辽宁锦州 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518193.html
黑龙江双鸭山 , 北京,无,2018/4/14,http://www.56135.com/huoyuan/I6518181.html
甘肃酒泉玉门 , 北京房山,国五石脑油,2018/4/14,http://www.56135.com/huoyuan/I6518015.html
海南琼海大路 , 北京房山,个人油,2018/4/14,http://www.56135.com/huoyuan/I6518014.html
浙江嘉兴 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6517947.html
广东中山 , 北京,邮包,2018/4/14,http://www.56135.com/huoyuan/I6517863.html
上海 , 北京,货,2018/4/14,http://www.56135.com/huoyuan/I6517844.html
河南南阳社旗 , 北京昌平,石材,2018/4/15,http://www.56135.com/huoyuan/I6520838.html
湖北黄冈麻城 , 北京大兴,大理石,2018/4/15,http://www.56135.com/huoyuan/I6520836.html
山东德州庆云 , 北京密云,重货,2018/4/15,http://www.56135.com/huoyuan/I6520798.html
河南濮阳 , 北京房山,烷基化,2018/4/15,http://www.56135.com/huoyuan/I6520724.html
河南南阳社旗 , 北京昌平,普货,2018/4/15,http://www.56135.com/huoyuan/I6520583.html
河南驻马店泌阳 , 北京昌平,大理石,2018/4/13,http://www.56135.com/huoyuan/I6520521.html
安徽合肥长丰 , 北京昌平,普货,2018/4/13,http://www.56135.com/huoyuan/I6520516.html
湖北襄阳枣阳 , 北京通州,盐,2018/4/13,http://www.56135.com/huoyuan/I6520513.html
上海 , 北京,普货,2018/4/13,http://www.56135.com/huoyuan/I6520501.html
内蒙古鄂尔多斯杭锦旗 , 北京,石脑,2018/4/13,http://www.56135.com/huoyuan/I6520399.html
宁夏银川 , 北京,货,2018/4/13,http://www.56135.com/huoyuan/I6520393.html
广东深圳 , 北京,邮包,2018/4/13,http://www.56135.com/huoyuan/I6520356.html
上海 , 北京,冻品,2018/4/15,http://www.56135.com/huoyuan/I6520331.html
广东湛江徐闻 , 北京,农产品,2018/4/15,http://www.56135.com/huoyuan/I6520286.html
辽宁锦州 , 北京,干净货,2018/4/16,http://www.56135.com/huoyuan/I6543395.html
辽宁锦州 , 北京房山,危化品,2018/4/16,http://www.56135.com/huoyuan/I6543367.html
辽宁锦州 , 北京,危化品,2018/4/16,http://www.56135.com/huoyuan/I6543353.html
四川凉山德昌 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6543335.html
河南南阳 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6543272.html
河南濮阳 , 北京,烷基化,2018/4/16,http://www.56135.com/huoyuan/I6543239.html
山东临沂沂水 , 北京,芳烃,2018/4/16,http://www.56135.com/huoyuan/I6543195.html
广东广州 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6543140.html
海南乐东 , 北京,玉米,2018/4/16,http://www.56135.com/huoyuan/I6543137.html
重庆 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542999.html
辽宁锦州 , 北京,无,2018/4/16,http://www.56135.com/huoyuan/I6542871.html
河南濮阳 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542850.html
辽宁辽阳 , 北京西城,货,2018/4/16,http://www.56135.com/huoyuan/I6542841.html
辽宁锦州 , 北京,M,2018/4/16,http://www.56135.com/huoyuan/I6542809.html
辽宁丹东东港 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542806.html
湖北黄冈麻城 , 北京大兴,货,2018/4/16,http://www.56135.com/huoyuan/I6542698.html
四川雅安汉源 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542683.html
河南南阳内乡 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542628.html
天津 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6542621.html
山东德州齐河 , 北京大兴,托盘,2018/4/1,http://www.56135.com/huoyuan/I6542609.html
内蒙古呼伦贝尔鄂伦春自治旗 , 北京通州,货,2018/4/16,http://www.56135.com/huoyuan/I6542571.html
四川成都 , 北京,15米冷藏,2018/4/16,http://www.56135.com/huoyuan/I6542545.html
河北唐山丰南 , 北京,水泥砖,2018/4/16,http://www.56135.com/huoyuan/I6542524.html
湖北黄冈团风 , 北京通州,石材,2018/4/16,http://www.56135.com/huoyuan/I6542523.html
海南海口 , 北京,冻品,2018/4/16,http://www.56135.com/huoyuan/I6542484.html
辽宁阜新 , 北京平谷,无,2018/4/16,http://www.56135.com/huoyuan/I6542432.html
黑龙江佳木斯 , 北京,无,2018/4/16,http://www.56135.com/huoyuan/I6542405.html
陕西榆林 , 北京房山,国五石脑油,2018/4/16,http://www.56135.com/huoyuan/I6542307.html
黑龙江大庆 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6542294.html
上海 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6542265.html
湖北黄冈浠水 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6542245.html
内蒙古鄂尔多斯达拉特旗 , 北京,煤炭,2018/4/16,http://www.56135.com/huoyuan/I6542238.html
河南郑州 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6542142.html
宁夏吴忠盐池 , 北京房山,汽油料,2018/4/16,http://www.56135.com/huoyuan/I6542130.html
甘肃金昌永昌 , 北京,煤炭,2018/4/16,http://www.56135.com/huoyuan/I6541959.html
山东临沂沂南 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6541788.html
贵州遵义 , 北京,牛,2018/4/16,http://www.56135.com/huoyuan/I6541721.html
河北沧州黄骅 , 北京,二甲苯,2018/4/16,http://www.56135.com/huoyuan/I6541689.html
河北沧州黄骅 , 北京,二甲苯,2018/4/16,http://www.56135.com/huoyuan/I6541682.html
辽宁盘锦 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6541635.html
云南楚雄元谋 , 北京,毛豆,2018/4/16,http://www.56135.com/huoyuan/I6541609.html
山东德州庆云 , 北京房山,货,2018/4/16,http://www.56135.com/huoyuan/I6541410.html
黑龙江大庆 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6541386.html
上海 , 北京,无,2018/4/16,http://www.56135.com/huoyuan/I6541340.html
上海 , 北京,无,2018/4/16,http://www.56135.com/huoyuan/I6541294.html
云南昆明 , 北京,榴莲,2018/4/16,http://www.56135.com/huoyuan/I6541287.html
陕西榆林子洲 , 北京朝阳,普货,2018/4/16,http://www.56135.com/huoyuan/I6541283.html
陕西榆林府谷 , 北京朝阳,普货,2018/4/16,http://www.56135.com/huoyuan/I6541277.html
福建莆田 , 北京,普货,2018/4/16,http://www.56135.com/huoyuan/I6541196.html
黑龙江双鸭山集贤 , 北京通州,普货,2018/4/16,http://www.56135.com/huoyuan/I6541162.html
黑龙江佳木斯桦南 , 北京通州,普货,2018/4/16,http://www.56135.com/huoyuan/I6541161.html
河南郑州 , 北京,无,2018/4/16,http://www.56135.com/huoyuan/I6541079.html
山东滨州沾化 , 北京顺义,树苗,2018/4/16,http://www.56135.com/huoyuan/I6541040.html
福建莆田 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6541031.html
辽宁锦州 , 北京房山,煤,2018/4/16,http://www.56135.com/huoyuan/I6541012.html
浙江嘉兴 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6540927.html
广东广州 , 北京怀柔,货,2018/4/16,http://www.56135.com/huoyuan/I6540900.html
山东临沂沂水 , 北京,货,2018/4/16,http://www.56135.com/huoyuan/I6540881.html
重庆巫山 , 北京朝阳,无,2018/4/16,http://www.56135.com/huoyuan/I6540811.html
陕西榆林府谷 , 北京朝阳,煤,2018/4/16,http://www.56135.com/huoyuan/I6540810.html
