辽宁营口鲅鱼圈 , 北京,白糖,2018/10/12,http://www.56135.com/huoyuan/I9444292.html,,
河北保定安国 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9478231.html,,
河北保定博野 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9478230.html,,
辽宁盘锦 , 北京,干净货,2018/10/15,http://www.56135.com/huoyuan/I9478181.html,,
河南南阳西峡 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9478115.html,,
宁夏 , 北京,煤,2018/10/15,http://www.56135.com/huoyuan/I9478111.html,,
河北唐山遵化 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9478101.html,,
山西晋城高平 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9477966.html,,
河北唐山滦县 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9477936.html,,
河北唐山迁安 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9477932.html,,
吉林四平公主岭 , 北京顺义,普货,2018/10/15,http://www.56135.com/huoyuan/I9477840.html,,
黑龙江哈尔滨松北 , 北京房山,普货,2018/10/15,http://www.56135.com/huoyuan/I9477830.html,,
广西北海海城 , 北京,梨,2018/10/15,http://www.56135.com/huoyuan/I9477827.html,,
河北廊坊 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9477811.html,,
安徽合肥长丰 , 北京海淀,石材,2018/10/15,http://www.56135.com/huoyuan/I9477743.html,,
河北衡水深州 , 北京石景山,无,2018/10/15,http://www.56135.com/huoyuan/I9477600.html,,
河北沧州献县 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9477598.html,,
河南焦作 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9477363.html,,
湖北武汉 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9477304.html,,
河北唐山迁安 , 北京怀柔,无,2018/10/15,http://www.56135.com/huoyuan/I9477258.html,,
湖南常德石门 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9477256.html,,
河北唐山迁安 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9477255.html,,
辽宁盘锦 , 北京,重整汽油,2018/10/15,http://www.56135.com/huoyuan/I9477047.html,,
辽宁抚顺 , 北京,m,2018/10/15,http://www.56135.com/huoyuan/I9477046.html,,
河北保定定州 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9476972.html,,
吉林白城镇赉 , 北京,草砖,2018/10/15,http://www.56135.com/huoyuan/I9476713.html,,
河北唐山滦县 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9476702.html,,
河北唐山滦县 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9476699.html,,
河北承德滦平 , 北京通州,无,2018/10/15,http://www.56135.com/huoyuan/I9476508.html,,
河北承德滦平 , 北京昌平,石子,2018/10/15,http://www.56135.com/huoyuan/I9476507.html,,
河北承德宽城 , 北京密云,无,2018/10/15,http://www.56135.com/huoyuan/I9476502.html,,
河北承德双滦 , 北京延庆,废渣,2018/10/15,http://www.56135.com/huoyuan/I9476499.html,,
河北唐山迁安 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9476413.html,,
河北唐山迁安 , 北京怀柔,无,2018/10/15,http://www.56135.com/huoyuan/I9476412.html,,
河北石家庄 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9476396.html,,
内蒙古乌海 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9476395.html,,
河北唐山滦县 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9476298.html,,
河北唐山滦县 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9476297.html,,
河北唐山滦县 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9476295.html,,
天津 , 北京房山,普货,2018/10/15,http://www.56135.com/huoyuan/I9476262.html,,
北京 , 北京大兴,剪切料,2018/10/15,http://www.56135.com/huoyuan/I9476248.html,,
辽宁抚顺 , 北京,M,2018/10/15,http://www.56135.com/huoyuan/I9476030.html,,
辽宁盘锦 , 北京,重整汽油,2018/10/15,http://www.56135.com/huoyuan/I9476029.html,,
黑龙江绥化 , 北京,菇娘,2018/10/15,http://www.56135.com/huoyuan/I9475952.html,,
河北石家庄 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9475898.html,,
河北邯郸 , 北京,冻品,2018/10/15,http://www.56135.com/huoyuan/I9475884.html,,
广西崇左龙州 , 北京,甘蔗,2018/10/15,http://www.56135.com/huoyuan/I9475579.html,,
内蒙古鄂尔多斯杭锦旗 , 北京,芳烃,2018/10/15,http://www.56135.com/huoyuan/I9475574.html,,
黑龙江佳木斯同江 , 北京,大米,2018/10/15,http://www.56135.com/huoyuan/I9475393.html,,
辽宁沈阳新民 , 北京朝阳,普货,2018/10/15,http://www.56135.com/huoyuan/I9475228.html,,
甘肃酒泉瓜州 , 北京朝阳,普货,2018/10/15,http://www.56135.com/huoyuan/I9475226.html,,
河南濮阳 , 北京,汽油,2018/10/15,http://www.56135.com/huoyuan/I9475217.html,,
陕西榆林府谷 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9475105.html,,
山东临沂 , 北京,冻品,2018/10/15,http://www.56135.com/huoyuan/I9475085.html,,
广东广州 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9475051.html,,
广东广州黄埔 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9475047.html,,
黑龙江绥化海伦 , 北京,飘货,2018/10/15,http://www.56135.com/huoyuan/I9474882.html,,
内蒙古呼伦贝尔 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9474850.html,,
辽宁盘锦 , 北京,碳九,2018/10/15,http://www.56135.com/huoyuan/I9474823.html,,
辽宁锦州 , 北京,M,2018/10/15,http://www.56135.com/huoyuan/I9474820.html,,
辽宁抚顺 , 北京,M,2018/10/15,http://www.56135.com/huoyuan/I9474819.html,,
吉林长春德惠 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9474806.html,,
河北唐山迁安 , 北京大兴,螺纹,2018/10/15,http://www.56135.com/huoyuan/I9474551.html,,
河北唐山迁安 , 北京昌平,螺纹,2018/10/15,http://www.56135.com/huoyuan/I9474550.html,,
河北沧州盐山 , 北京大兴,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9474537.html,,
吉林四平双辽 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9474499.html,,
黑龙江佳木斯 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9474485.html,,
广东深圳 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9474167.html,,
天津 , 北京大兴,普货,2018/10/15,http://www.56135.com/huoyuan/I9474066.html,,
广西北海合浦 , 北京,豆角,2018/10/15,http://www.56135.com/huoyuan/I9474040.html,,
河北唐山迁安 , 北京丰台,石子,2018/10/15,http://www.56135.com/huoyuan/I9473851.html,,
河北唐山迁安 , 北京大兴,螺纹,2018/10/15,http://www.56135.com/huoyuan/I9473821.html,,
河北唐山迁安 , 北京昌平,螺纹,2018/10/15,http://www.56135.com/huoyuan/I9473820.html,,
黑龙江哈尔滨 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9473813.html,,
内蒙古鄂尔多斯杭锦旗 , 北京房山,普货,2018/10/15,http://www.56135.com/huoyuan/I9473641.html,,
内蒙古锡林郭勒盟 , 北京,大捆草,2018/10/15,http://www.56135.com/huoyuan/I9473616.html,,
辽宁盘锦 , 北京,干净货,2018/10/15,http://www.56135.com/huoyuan/I9473601.html,,
黑龙江牡丹江绥芬河 , 北京密云,原木,2018/10/15,http://www.56135.com/huoyuan/I9473587.html,,
湖南常德石门 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9473579.html,,
福建三明清流 , 北京大兴,盘螺,2018/10/15,http://www.56135.com/huoyuan/I9473569.html,,
河北唐山玉田 , 北京,盘螺,2018/10/15,http://www.56135.com/huoyuan/I9473568.html,,
辽宁大连金州 , 北京大兴,普货,2018/10/15,http://www.56135.com/huoyuan/I9473566.html,,
辽宁大连金州 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9473565.html,,
河北保定定州 , 北京房山,树苗,2018/10/15,http://www.56135.com/huoyuan/I9473549.html,,
河南焦作 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9473326.html,,
河北唐山迁安 , 北京,钢材,2018/10/15,http://www.56135.com/huoyuan/I9473289.html,,
黑龙江佳木斯同江 , 北京,大米,2018/10/15,http://www.56135.com/huoyuan/I9473237.html,,
内蒙古鄂尔多斯杭锦旗 , 北京,石脑,2018/10/15,http://www.56135.com/huoyuan/I9473004.html,,
河北唐山滦县 , 北京延庆,普货,2018/10/15,http://www.56135.com/huoyuan/I9472960.html,,
河北唐山古冶 , 北京顺义,普货,2018/10/15,http://www.56135.com/huoyuan/I9472959.html,,
河北唐山迁安 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9472957.html,,
河北唐山迁安 , 北京顺义,普货,2018/10/15,http://www.56135.com/huoyuan/I9472956.html,,
湖南常德石门 , 北京大兴,普货,2018/10/15,http://www.56135.com/huoyuan/I9472955.html,,
湖南常德石门 , 北京怀柔,普货,2018/10/15,http://www.56135.com/huoyuan/I9472953.html,,
湖南常德石门 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9472951.html,,
河北唐山滦县 , 北京大兴,普货,2018/10/15,http://www.56135.com/huoyuan/I9472949.html,,
河北唐山滦县 , 北京顺义,普货,2018/10/15,http://www.56135.com/huoyuan/I9472945.html,,
湖南常德石门 , 北京通州,普货,2018/10/15,http://www.56135.com/huoyuan/I9472943.html,,
湖南常德石门 , 北京朝阳,普货,2018/10/15,http://www.56135.com/huoyuan/I9472935.html,,
湖南常德石门 , 北京顺义,普货,2018/10/15,http://www.56135.com/huoyuan/I9472931.html,,
河北唐山滦县 , 北京房山,普货,2018/10/15,http://www.56135.com/huoyuan/I9472907.html,,
内蒙古包头 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9472846.html,,
上海 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9472843.html,,
天津 , 北京房山,无,2018/10/15,http://www.56135.com/huoyuan/I9472794.html,,
北京房山 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9472791.html,,
山西忻州宁武 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9472786.html,,
湖南常德石门 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9472637.html,,
山东烟台招远 , 北京大兴,理石,2018/10/15,http://www.56135.com/huoyuan/I9472887.html,,
山西忻州原平 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9472203.html,,
山西忻州宁武 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9472199.html,,
河南三门峡灵宝 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9472184.html,,
河南三门峡灵宝 , 北京平谷,无,2018/10/15,http://www.56135.com/huoyuan/I9472165.html,,
山西忻州原平 , 北京平谷,无,2018/10/15,http://www.56135.com/huoyuan/I9472158.html,,
山西忻州原平 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9472157.html,,
广东东莞 , 北京,德邦快件,2018/10/15,http://www.56135.com/huoyuan/I9472120.html,,
黑龙江鸡西密山 , 北京通州,无,2018/10/15,http://www.56135.com/huoyuan/I9472053.html,,
江苏 , 北京平谷,无,2018/10/15,http://www.56135.com/huoyuan/I9471928.html,,
安徽蚌埠固镇 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9471925.html,,
山西忻州宁武 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9471922.html,,
浙江杭州拱墅 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9471921.html,,
河南三门峡灵宝 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9471918.html,,
山西忻州宁武 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9471916.html,,
湖北黄冈麻城 , 北京,大理石,2018/10/15,http://www.56135.com/huoyuan/I9471874.html,,
无,无,无,None,http://www.56135.com/huoyuan/I9471841.html,,
浙江杭州拱墅 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9471808.html,,
山西忻州宁武 , 北京朝阳,无,2018/10/15,http://www.56135.com/huoyuan/I9471805.html,,
内蒙古呼和浩特 , 北京房山,普货,2018/10/15,http://www.56135.com/huoyuan/I9471734.html,,
湖南常德石门 , 北京顺义,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471533.html,,
湖南常德石门 , 北京大兴,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471530.html,,
河北唐山迁安 , 北京怀柔,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471527.html,,
湖南常德石门 , 北京通州,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471526.html,,
湖南常德石门 , 北京,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471525.html,,
河北唐山迁安 , 北京顺义,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471524.html,,
河北唐山滦县 , 北京延庆,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471523.html,,
河北唐山丰润 , 北京顺义,水泥管,2018/10/15,http://www.56135.com/huoyuan/I9471521.html,,
河北唐山丰润 , 北京延庆,袋装砂浆,2018/10/15,http://www.56135.com/huoyuan/I9471520.html,,
广西北海海城 , 北京,重货,2018/10/15,http://www.56135.com/huoyuan/I9471518.html,,
浙江台州 , 北京朝阳,日常百货,2018/10/15,http://www.56135.com/huoyuan/I9472131.html,,
辽宁抚顺 , 北京,M,2018/10/15,http://www.56135.com/huoyuan/I9470957.html,,
辽宁盘锦 , 北京,重整汽油,2018/10/15,http://www.56135.com/huoyuan/I9470955.html,,
辽宁盘锦 , 北京,重整汽油,2018/10/15,http://www.56135.com/huoyuan/I9470946.html,,
辽宁抚顺 , 北京,m,2018/10/15,http://www.56135.com/huoyuan/I9470945.html,,
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/10/15,http://www.56135.com/huoyuan/I9470938.html,,
山西大同浑源 , 北京怀柔,煤,2018/10/15,http://www.56135.com/huoyuan/I9470814.html,,
山西大同浑源 , 北京昌平,煤,2018/10/15,http://www.56135.com/huoyuan/I9470813.html,,
山西朔州山阴 , 北京怀柔,煤,2018/10/15,http://www.56135.com/huoyuan/I9470810.html,,
山西朔州山阴 , 北京昌平,煤,2018/10/15,http://www.56135.com/huoyuan/I9470809.html,,
山西朔州山阴 , 北京密云,煤,2018/10/15,http://www.56135.com/huoyuan/I9470808.html,,
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/10/15,http://www.56135.com/huoyuan/I9470714.html,,
河南驻马店泌阳 , 北京通州,普货,2018/10/15,http://www.56135.com/huoyuan/I9470683.html,,
河南驻马店泌阳 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9470682.html,,
内蒙古乌兰察布察哈尔右翼后旗 , 北京,洋葱,2018/10/15,http://www.56135.com/huoyuan/I9470572.html,,
广东广州黄埔 , 北京,冻品,2018/10/15,http://www.56135.com/huoyuan/I9470566.html,,
河南驻马店泌阳 , 北京海淀,普货,2018/10/15,http://www.56135.com/huoyuan/I9470518.html,,
河南驻马店泌阳 , 北京丰台,普货,2018/10/15,http://www.56135.com/huoyuan/I9470517.html,,
河南南阳内乡 , 北京,树苗,2018/10/15,http://www.56135.com/huoyuan/I9470500.html,,
黑龙江牡丹江绥芬河 , 北京密云,原木,2018/10/15,http://www.56135.com/huoyuan/I9470464.html,,
内蒙古赤峰 , 北京,打包青砖,2018/10/15,http://www.56135.com/huoyuan/I9470387.html,,
广东东莞 , 北京,快递,2018/10/15,http://www.56135.com/huoyuan/I9470372.html,,
河南南阳 , 北京,花生米,2018/10/15,http://www.56135.com/huoyuan/I9470342.html,,
湖南株洲 , 北京顺义,铝锭,2018/10/15,http://www.56135.com/huoyuan/I9470341.html,,
湖南株洲 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9470333.html,,
河南周口扶沟 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9470278.html,,
辽宁丹东东港 , 北京延庆,树苗,2018/10/15,http://www.56135.com/huoyuan/I9470258.html,,
辽宁沈阳 , 北京,绿通,2018/10/15,http://www.56135.com/huoyuan/I9470138.html,,
辽宁丹东 , 北京,树苗,2018/10/15,http://www.56135.com/huoyuan/I9469820.html,,
河北唐山滦县 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9469727.html,,
山西晋城高平 , 北京,普货,2018/10/15,http://www.56135.com/huoyuan/I9469680.html,,
河北保定定州 , 北京大兴,树苗,2018/10/15,http://www.56135.com/huoyuan/I9469675.html,,
河北唐山古冶 , 北京延庆,重货,2018/10/15,http://www.56135.com/huoyuan/I9469667.html,,
湖南常德石门 , 北京,标载,2018/10/15,http://www.56135.com/huoyuan/I9469666.html,,
河北保定博野 , 北京昌平,普货,2018/10/15,http://www.56135.com/huoyuan/I9469655.html,,
河北保定清苑 , 北京通州,普货,2018/10/15,http://www.56135.com/huoyuan/I9469654.html,,
湖南常德石门 , 北京密云,标载,2018/10/15,http://www.56135.com/huoyuan/I9469626.html,,
湖南常德石门 , 北京朝阳,普货,2018/10/15,http://www.56135.com/huoyuan/I9469624.html,,
湖南常德石门 , 北京大兴,红砖,2018/10/15,http://www.56135.com/huoyuan/I9469621.html,,
河北秦皇岛卢龙 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9469440.html,,
河北秦皇岛卢龙 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9469438.html,,
河北秦皇岛卢龙 , 北京通州,无,2018/10/15,http://www.56135.com/huoyuan/I9469437.html,,
河北唐山滦县 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9469434.html,,
北京顺义 , 北京平谷,无,2018/10/15,http://www.56135.com/huoyuan/I9469432.html,,
河北唐山迁安 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9469424.html,,
河北保定雄县 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9469423.html,,
河北保定雄县 , 北京通州,无,2018/10/15,http://www.56135.com/huoyuan/I9469422.html,,
河北承德双滦 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9469421.html,,
河北唐山迁安 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9469419.html,,
河北唐山迁安 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9469417.html,,
河北唐山滦县 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9469416.html,,
湖南常德石门 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9469415.html,,
河北唐山遵化 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9469414.html,,
无,无,无,None,http://www.56135.com/huoyuan/I9469412.html,,
河北唐山迁安 , 北京顺义,无,2018/10/15,http://www.56135.com/huoyuan/I9469410.html,,
湖南常德石门 , 北京通州,无,2018/10/15,http://www.56135.com/huoyuan/I9469409.html,,
河北唐山滦县 , 北京延庆,无,2018/10/15,http://www.56135.com/huoyuan/I9469407.html,,
北京大兴 , 北京昌平,无,2018/10/15,http://www.56135.com/huoyuan/I9469406.html,,
湖南常德石门 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9469404.html,,
湖南常德石门 , 北京怀柔,无,2018/10/15,http://www.56135.com/huoyuan/I9469403.html,,
湖南常德石门 , 北京大兴,无,2018/10/15,http://www.56135.com/huoyuan/I9469076.html,,
湖南常德石门 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9469075.html,,
湖南常德石门 , 北京怀柔,无,2018/10/15,http://www.56135.com/huoyuan/I9469074.html,,
湖南常德石门 , 北京,无,2018/10/15,http://www.56135.com/huoyuan/I9469073.html,,
