始发地,目的地,货物类型,日期,网址
河北唐山迁安 , 北京丰台,石渣子,2018/6/27,http://www.56135.com/huoyuan/I7669571.html
广西北海海城 , 北京通州,重货,2018/6/27,http://www.56135.com/huoyuan/I7672303.html
湖北武汉 , 北京,鲜玉米棒,2018/6/19,http://www.56135.com/huoyuan/I7543477.html
河北 , 北京怀柔,普货,2018/6/13,http://www.56135.com/huoyuan/I7456962.html
四川成都武侯 , 北京丰台,钢筋颗粒,2018/6/13,http://www.56135.com/huoyuan/I7446911.html
河北唐山路南 , 北京大兴,普货,2018/6/14,http://www.56135.com/huoyuan/I7473680.html
山东德州 , 北京,冻品,2018/6/19,http://www.56135.com/huoyuan/I7540790.html
湖南常德石门 , 北京昌平,无,2018/6/26,http://www.56135.com/huoyuan/I7651825.html
河北唐山迁安 , 北京平谷,无,2018/6/26,http://www.56135.com/huoyuan/I7651813.html
四川成都 , 北京,普货,2018/6/13,http://www.56135.com/huoyuan/I7465978.html
河北沧州黄骅 , 北京,货,2018/6/27,http://www.56135.com/huoyuan/I7682418.html
辽宁锦州 , 北京,汽油料子,2018/6/15,http://www.56135.com/huoyuan/I7506547.html
江苏连云港 , 北京,铁粉,2018/6/25,http://www.56135.com/huoyuan/I7643655.html
河北唐山迁安 , 北京丰台,石渣子,2018/6/19,http://www.56135.com/huoyuan/I7529339.html
湖南常德石门 , 北京,无,2018/6/21,http://www.56135.com/huoyuan/I7582779.html
浙江宁波鄞州 , 北京门头沟,一台皮卡车,2018/6/14,http://www.56135.com/huoyuan/I7476589.html
山东泰安 , 北京,普货,2018/6/21,http://www.56135.com/huoyuan/I7576118.html
浙江杭州 , 北京,快递,2018/6/11,http://www.56135.com/huoyuan/I7417736.html
河南驻马店泌阳 , 北京门头沟,普货,2018/6/13,http://www.56135.com/huoyuan/I7442314.html
北京延庆 , 北京顺义,钢材,2018/6/25,http://www.56135.com/huoyuan/I7634915.html
吉林长春 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7449627.html
河北唐山乐亭 , 北京,蔬菜,2018/6/26,http://www.56135.com/huoyuan/I7654971.html
湖南益阳 , 北京顺义,箱装重货,2018/6/12,http://www.56135.com/huoyuan/I7425976.html
河北邢台 , 北京,无,2018/6/12,http://www.56135.com/huoyuan/I7436254.html
内蒙古鄂尔多斯 , 北京朝阳,煤,2018/6/20,http://www.56135.com/huoyuan/I7546986.html
山东济南 , 北京,冻品,2018/6/27,http://www.56135.com/huoyuan/I7687159.html
河北秦皇岛卢龙 , 北京大兴,沙子,2018/6/15,http://www.56135.com/huoyuan/I7500253.html
河北唐山丰润 , 北京房山,钢材,2018/6/25,http://www.56135.com/huoyuan/I7645604.html
山东济南 , 北京,货,2018/6/22,http://www.56135.com/huoyuan/I7613179.html
吉林长春榆树 , 北京大兴,无,2018/6/27,http://www.56135.com/huoyuan/I7667968.html
山东泰安泰山 , 北京大兴,无,2018/6/11,http://www.56135.com/huoyuan/I7414738.html
河北唐山迁安 , 北京,无,2018/6/13,http://www.56135.com/huoyuan/I7442034.html
无,无,无,None,http://www.56135.com/huoyuan/I7498636.html
河北唐山古冶 , 北京房山,货,2018/6/15,http://www.56135.com/huoyuan/I7491506.html
广东广州 , 北京,货,2018/6/16,http://www.56135.com/huoyuan/I7516067.html
河北唐山迁安 , 北京平谷,螺纹,2018/6/20,http://www.56135.com/huoyuan/I7551129.html
广东湛江廉江 , 北京,荔枝,2018/6/19,http://www.56135.com/huoyuan/I7545331.html
河北张家口怀来 , 北京海淀,货,2018/6/26,http://www.56135.com/huoyuan/I7654784.html
河北唐山迁安 , 北京顺义,无,2018/6/26,http://www.56135.com/huoyuan/I7651820.html
广东湛江 , 北京,水果,2018/6/20,http://www.56135.com/huoyuan/I7557072.html
河南南阳 , 北京,冻品,2018/6/27,http://www.56135.com/huoyuan/I7672928.html
辽宁大连 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7449995.html
宁夏吴忠盐池 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7552536.html
河南郑州 , 北京,货,2018/6/19,http://www.56135.com/huoyuan/I7539402.html
吉林松原长岭 , 北京,货,2018/6/19,http://www.56135.com/huoyuan/I7532556.html
天津 , 北京,货,2018/6/19,http://www.56135.com/huoyuan/I7530057.html
湖南常德石门 , 北京大兴,货,2018/6/14,http://www.56135.com/huoyuan/I7524457.html
山西太原尖草坪 , 北京朝阳,货,2018/6/28,http://www.56135.com/huoyuan/I7699020.html
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/6/24,http://www.56135.com/huoyuan/I7621153.html
浙江宁波慈溪 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7456344.html
广东 , 北京,无,2018/6/26,http://www.56135.com/huoyuan/I7650348.html
湖北荆州洪湖 , 北京,货,2018/6/16,http://www.56135.com/huoyuan/I7516890.html
河南驻马店平舆 , 北京大兴,小麦,2018/6/24,http://www.56135.com/huoyuan/I7623253.html
浙江宁波 , 北京,快递,2018/6/17,http://www.56135.com/huoyuan/I7520957.html
黑龙江 , 北京,普货,2018/6/12,http://www.56135.com/huoyuan/I7420221.html
天津东丽 , 北京顺义,泡货,2018/6/17,http://www.56135.com/huoyuan/I7522224.html
河北邢台 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7454524.html
河北唐山迁安市 , 北京大兴区,钢材,2018/6/18,http://www.56135.com/huoyuan/I7523263.html
河北唐山迁西 , 北京顺义,普货,2018/6/27,http://www.56135.com/huoyuan/I7694047.html
广东广州 , 北京,快递,2018/6/16,http://www.56135.com/huoyuan/I7517478.html
内蒙古鄂尔多斯杭锦旗 , 北京,无,2018/6/15,http://www.56135.com/huoyuan/I7491629.html
江苏镇江京口 , 北京昌平,货,2018/6/12,http://www.56135.com/huoyuan/I7437874.html
河北唐山迁安 , 北京,螺纹,2018/6/19,http://www.56135.com/huoyuan/I7533900.html
山东青岛胶州 , 北京丰台,无,2018/6/20,http://www.56135.com/huoyuan/I7553249.html
陕西榆林神木 , 北京,石脑,2018/6/15,http://www.56135.com/huoyuan/I7494577.html
河北唐山迁安 , 北京大兴,无,2018/6/21,http://www.56135.com/huoyuan/I7569563.html
辽宁大连 , 北京,无,2018/6/27,http://www.56135.com/huoyuan/I7673913.html
河北承德 , 北京,货,2018/6/28,http://www.56135.com/huoyuan/I7693582.html
四川成都崇州 , 北京丰台,十公分钢筋头,2018/6/21,http://www.56135.com/huoyuan/I7585346.html
浙江台州 , 北京,货,2018/6/21,http://www.56135.com/huoyuan/I7573864.html
无,无,无,None,http://www.56135.com/huoyuan/I7558040.html
河北唐山丰润 , 北京,螺纹,2018/6/27,http://www.56135.com/huoyuan/I7692024.html
黑龙江哈尔滨 , 北京,货,2018/6/28,http://www.56135.com/huoyuan/I7693768.html
山东潍坊安丘 , 北京,货物1吨,2018/6/20,http://www.56135.com/huoyuan/I7567091.html
山西忻州宁武 , 北京昌平,无,2018/6/14,http://www.56135.com/huoyuan/I7474666.html
河南南阳桐柏 , 北京通州,石材,2018/6/13,http://www.56135.com/huoyuan/I7444609.html
广西钦州钦北 , 北京朝阳,无,2018/6/14,http://www.56135.com/huoyuan/I7470459.html
山东聊城临清 , 北京延庆,货,2018/6/27,http://www.56135.com/huoyuan/I7679498.html
陕西西安 , 北京,绿通,2018/6/14,http://www.56135.com/huoyuan/I7480738.html
甘肃酒泉玉门 , 北京,货,2018/6/14,http://www.56135.com/huoyuan/I7478395.html
天津 , 北京,冻品,2018/6/12,http://www.56135.com/huoyuan/I7435864.html
河南南阳唐河 , 北京大兴,普货,2018/6/23,http://www.56135.com/huoyuan/I7617714.html
河南郑州 , 北京,无,2018/6/15,http://www.56135.com/huoyuan/I7501987.html
内蒙古兴安盟扎赉特旗 , 北京延庆,货,2018/6/15,http://www.56135.com/huoyuan/I7497012.html
广西柳州三江 , 北京平谷,货,2018/6/22,http://www.56135.com/huoyuan/I7609657.html
河北邯郸武安 , 北京大兴,钢材,2018/6/28,http://www.56135.com/huoyuan/I7692254.html
内蒙古鄂尔多斯准格尔旗 , 北京朝阳,无,2018/6/12,http://www.56135.com/huoyuan/I7436452.html
河北唐山迁安 , 北京昌平,普货,2018/6/21,http://www.56135.com/huoyuan/I7593119.html
湖北武汉 , 北京,托盘冻品,2018/6/12,http://www.56135.com/huoyuan/I7429163.html
陕西榆林 , 北京,石脑,2018/6/19,http://www.56135.com/huoyuan/I7535417.html
河北唐山迁安 , 北京,货,2018/6/23,http://www.56135.com/huoyuan/I7619318.html
广东湛江徐闻 , 北京,玉米,2018/6/12,http://www.56135.com/huoyuan/I7418800.html
河北唐山迁西 , 北京平谷,打包砖,2018/6/13,http://www.56135.com/huoyuan/I7448825.html
辽宁沈阳 , 北京通州,普货,2018/6/14,http://www.56135.com/huoyuan/I7474252.html
辽宁盘锦 , 北京,纯笨,2018/6/12,http://www.56135.com/huoyuan/I7426578.html
广东广州 , 北京,普货,2018/6/12,http://www.56135.com/huoyuan/I7431863.html
河北唐山 , 北京,货,2018/6/11,http://www.56135.com/huoyuan/I7415367.html
辽宁大连瓦房店 , 北京,无,2018/6/25,http://www.56135.com/huoyuan/I7640657.html
新疆图木舒克 , 北京昌平,货,2018/6/22,http://www.56135.com/huoyuan/I7605394.html
新疆哈密伊吾 , 北京,芳烃,2018/6/26,http://www.56135.com/huoyuan/I7653861.html
湖南常德石门 , 北京平谷,无,2018/6/22,http://www.56135.com/huoyuan/I7609735.html
辽宁铁岭昌图 , 北京,猪,2018/6/14,http://www.56135.com/huoyuan/I7490518.html
河北石家庄晋州 , 北京怀柔,普货,2018/6/20,http://www.56135.com/huoyuan/I7553894.html
湖北武汉汉阳 , 北京通州,无,2018/6/12,http://www.56135.com/huoyuan/I7430223.html
河北唐山滦县 , 北京大兴,货,2018/6/11,http://www.56135.com/huoyuan/I7417913.html
河北唐山滦县 , 北京昌平,无,2018/6/28,http://www.56135.com/huoyuan/I7699718.html
黑龙江双鸭山岭东 , 北京丰台,矿泉水,2018/6/13,http://www.56135.com/huoyuan/I7448534.html
湖北鄂州 , 北京昌平,来回货托盘,2018/6/20,http://www.56135.com/huoyuan/I7564876.html
河北唐山丰润 , 北京密云,货,2018/6/13,http://www.56135.com/huoyuan/I7460794.html
浙江台州仙居 , 北京,货,2018/6/27,http://www.56135.com/huoyuan/I7686124.html
陕西榆林 , 北京大兴,货,2018/6/13,http://www.56135.com/huoyuan/I7462183.html
河南信阳 , 北京,货,2018/6/28,http://www.56135.com/huoyuan/I7695135.html
山西忻州宁武 , 北京朝阳,无,2018/6/26,http://www.56135.com/huoyuan/I7662788.html
河北唐山迁安 , 北京昌平,螺纹,2018/6/22,http://www.56135.com/huoyuan/I7614000.html
山东菏泽东明 , 北京,芳烃,2018/6/13,http://www.56135.com/huoyuan/I7443386.html
无,无,无,None,http://www.56135.com/huoyuan/I7643599.html
辽宁葫芦岛兴城 , 北京,牲畜,2018/6/13,http://www.56135.com/huoyuan/I7457919.html
湖北襄阳南漳 , 北京顺义,货,2018/6/26,http://www.56135.com/huoyuan/I7648504.html
山东烟台 , 北京,快递,2018/6/27,http://www.56135.com/huoyuan/I7681089.html
湖南益阳 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7447486.html
内蒙古 , 北京顺义,砖,2018/6/15,http://www.56135.com/huoyuan/I7499034.html
湖北襄阳南漳 , 北京昌平,货,2018/6/28,http://www.56135.com/huoyuan/I7697124.html
河北唐山迁安 , 北京昌平,小石子,2018/6/20,http://www.56135.com/huoyuan/I7569067.html
广东中山 , 北京,普货,2018/6/22,http://www.56135.com/huoyuan/I7594433.html
山东济南 , 北京顺义,普货,2018/6/12,http://www.56135.com/huoyuan/I7437728.html
陕西榆林 , 北京,芳烃,2018/6/25,http://www.56135.com/huoyuan/I7629963.html
吉林延边汪清 , 北京朝阳,货,2018/6/17,http://www.56135.com/huoyuan/I7522231.html
河北衡水安平 , 北京房山,无,2018/6/26,http://www.56135.com/huoyuan/I7648999.html
河北唐山滦县 , 北京通州,货,2018/6/11,http://www.56135.com/huoyuan/I7417912.html
云南昆明 , 北京,无,2018/6/19,http://www.56135.com/huoyuan/I7528280.html
广西钦州钦北 , 北京朝阳,煤泥,2018/6/14,http://www.56135.com/huoyuan/I7470296.html
山西忻州原平 , 北京昌平,货,2018/6/24,http://www.56135.com/huoyuan/I7623656.html
浙江杭州 , 北京,独立冷机铝导轨,2018/6/25,http://www.56135.com/huoyuan/I7643108.html
河南漯河 , 北京,普货,2018/6/15,http://www.56135.com/huoyuan/I7495785.html
河北唐山迁安 , 北京大兴,无,2018/6/28,http://www.56135.com/huoyuan/I7699709.html
江苏连云港东海 , 北京延庆,螺纹,2018/6/21,http://www.56135.com/huoyuan/I7579187.html
陕西榆林神木 , 北京房山,油库,2018/6/24,http://www.56135.com/huoyuan/I7621624.html
广东东莞桥头 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7458081.html
吉林延边汪清 , 北京朝阳,无,2018/6/14,http://www.56135.com/huoyuan/I7487271.html
北京延庆 , 北京顺义,无,2018/6/27,http://www.56135.com/huoyuan/I7686956.html
内蒙古兴安盟乌兰浩特 , 北京延庆,货,2018/6/21,http://www.56135.com/huoyuan/I7578103.html
四川成都 , 北京,无,2018/6/15,http://www.56135.com/huoyuan/I7514308.html
黑龙江双鸭山 , 北京平谷,货,2018/6/21,http://www.56135.com/huoyuan/I7584794.html
上海 , 北京,货,2018/6/14,http://www.56135.com/huoyuan/I7484136.html
江西南昌 , 北京,无,2018/6/19,http://www.56135.com/huoyuan/I7541185.html
江苏徐州新沂 , 北京,货,2018/6/25,http://www.56135.com/huoyuan/I7630712.html
吉林松原长岭 , 北京,普货,2018/6/11,http://www.56135.com/huoyuan/I7413538.html
山东泰安 , 北京,货,2018/6/26,http://www.56135.com/huoyuan/I7660647.html
河北石家庄 , 北京,无,2018/6/14,http://www.56135.com/huoyuan/I7470455.html
河北唐山迁西 , 北京平谷,打包砖,2018/6/14,http://www.56135.com/huoyuan/I7492419.html
内蒙古鄂尔多斯杭锦旗 , 北京,无,2018/6/12,http://www.56135.com/huoyuan/I7433425.html
河北唐山古冶 , 北京平谷,货,2018/6/27,http://www.56135.com/huoyuan/I7685720.html
陕西榆林 , 北京,石脑油,2018/6/14,http://www.56135.com/huoyuan/I7490045.html
辽宁葫芦岛 , 北京,普货,2018/6/22,http://www.56135.com/huoyuan/I7610265.html
河北承德滦平 , 北京通州,螺纹,2018/6/19,http://www.56135.com/huoyuan/I7540881.html
河北秦皇岛 , 北京昌平,红砖,2018/6/25,http://www.56135.com/huoyuan/I7641727.html
湖南常德石门 , 北京通州,无,2018/6/13,http://www.56135.com/huoyuan/I7444844.html
无,无,无,None,http://www.56135.com/huoyuan/I7459215.html
无,无,无,None,http://www.56135.com/huoyuan/I7626038.html
河北唐山迁西 , 北京平谷,砖,2018/6/12,http://www.56135.com/huoyuan/I7422162.html
黑龙江双鸭山友谊 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7548748.html
河北唐山丰南 , 北京大兴,货,2018/6/19,http://www.56135.com/huoyuan/I7536396.html
北京 , 北京延庆,货,2018/6/19,http://www.56135.com/huoyuan/I7528560.html
辽宁大连 , 北京,无,2018/6/28,http://www.56135.com/huoyuan/I7694351.html
陕西榆林府谷 , 北京平谷,无,2018/6/13,http://www.56135.com/huoyuan/I7464933.html
河北沧州青县 , 北京,货,2018/6/27,http://www.56135.com/huoyuan/I7689232.html
江苏徐州邳州 , 北京,冻货,2018/6/25,http://www.56135.com/huoyuan/I7631628.html
黑龙江大庆红岗 , 北京昌平,大米,2018/6/25,http://www.56135.com/huoyuan/I7640030.html
上海 , 北京,普货,2018/6/26,http://www.56135.com/huoyuan/I7661467.html
黑龙江鹤岗 , 北京昌平,货,2018/6/21,http://www.56135.com/huoyuan/I7574834.html
河南郑州 , 北京,货车,2018/6/12,http://www.56135.com/huoyuan/I7426739.html
黑龙江鹤岗 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7548774.html
河北唐山迁西 , 北京顺义,沙子,2018/6/21,http://www.56135.com/huoyuan/I7593122.html
江苏 , 北京房山,无,2018/6/28,http://www.56135.com/huoyuan/I7697384.html
广东中山 , 北京,普货,2018/6/24,http://www.56135.com/huoyuan/I7622055.html
山西晋中左权 , 北京,无,2018/6/13,http://www.56135.com/huoyuan/I7449036.html
河北唐山古冶 , 北京海淀,货,2018/6/26,http://www.56135.com/huoyuan/I7659845.html
河南安阳内黄 , 北京,货,2018/6/17,http://www.56135.com/huoyuan/I7521800.html
河北唐山迁安 , 北京房山,2车螺纹,2018/6/15,http://www.56135.com/huoyuan/I7504254.html
广东惠州 , 北京,荔枝,2018/6/24,http://www.56135.com/huoyuan/I7619702.html
陕西榆林 , 北京房山,芳烃,2018/6/14,http://www.56135.com/huoyuan/I7491332.html
辽宁抚顺清原 , 北京,无,2018/6/13,http://www.56135.com/huoyuan/I7452959.html
天津 , 北京通州,普货,2018/6/15,http://www.56135.com/huoyuan/I7510912.html
安徽蚌埠 , 北京,普货,2018/6/15,http://www.56135.com/huoyuan/I7512401.html
江苏连云港东海 , 北京门头沟,螺纹,2018/6/11,http://www.56135.com/huoyuan/I7412634.html
河北唐山丰润 , 北京大兴,货,2018/6/13,http://www.56135.com/huoyuan/I7462001.html
山西长治 , 北京平谷,钢渣,2018/6/15,http://www.56135.com/huoyuan/I7512995.html
浙江台州临海 , 北京,货,2018/6/16,http://www.56135.com/huoyuan/I7517411.html
江苏连云港 , 北京,铁粉,2018/6/15,http://www.56135.com/huoyuan/I7501818.html
河北唐山古冶 , 北京密云,水泥,2018/6/28,http://www.56135.com/huoyuan/I7697217.html
河北唐山滦县 , 北京大兴,货,2018/6/12,http://www.56135.com/huoyuan/I7422365.html
内蒙古鄂尔多斯 , 北京朝阳,重货,2018/6/14,http://www.56135.com/huoyuan/I7484927.html
内蒙古呼和浩特 , 北京门头沟,无,2018/6/19,http://www.56135.com/huoyuan/I7541493.html
甘肃酒泉瓜州 , 北京朝阳,无,2018/6/19,http://www.56135.com/huoyuan/I7525655.html
内蒙古包头石拐 , 北京平谷,螺纹,2018/6/14,http://www.56135.com/huoyuan/I7481099.html
内蒙古鄂尔多斯杭锦旗 , 北京,石脑油,2018/6/22,http://www.56135.com/huoyuan/I7610805.html
湖北孝感应城 , 北京怀柔,纸箱盐,2018/6/25,http://www.56135.com/huoyuan/I7626874.html
内蒙古鄂尔多斯杭锦旗 , 北京,货,2018/6/15,http://www.56135.com/huoyuan/I7524131.html
辽宁大连瓦房店 , 北京,水果,2018/6/27,http://www.56135.com/huoyuan/I7672302.html
湖北荆州 , 北京,无,2018/6/15,http://www.56135.com/huoyuan/I7502295.html
辽宁盘锦 , 北京,烷基化,2018/6/15,http://www.56135.com/huoyuan/I7492718.html
江苏连云港东海 , 北京通州,螺纹,2018/6/19,http://www.56135.com/huoyuan/I7536701.html
无,无,无,None,http://www.56135.com/huoyuan/I7676615.html
湖北武汉青山 , 北京,无,2018/6/19,http://www.56135.com/huoyuan/I7534194.html
吉林 , 北京,普货,2018/6/12,http://www.56135.com/huoyuan/I7420241.html
辽宁鞍山 , 北京,蘑菇,2018/6/22,http://www.56135.com/huoyuan/I7607764.html
湖北荆州洪湖 , 北京,冻品,2018/6/12,http://www.56135.com/huoyuan/I7429962.html
山西朔州应县 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7453598.html
广西桂林 , 北京,货,2018/6/13,http://www.56135.com/huoyuan/I7451853.html
山西运城夏县 , 北京,猪,2018/6/13,http://www.56135.com/huoyuan/I7443272.html
辽宁沈阳 , 北京,货,2018/6/12,http://www.56135.com/huoyuan/I7431406.html
宁夏吴忠盐池 , 北京,黑货,2018/6/13,http://www.56135.com/huoyuan/I7449256.html
内蒙古兴安盟扎赉特旗 , 北京延庆,玉米,2018/6/13,http://www.56135.com/huoyuan/I7464900.html
河北唐山滦县 , 北京平谷,货,2018/6/26,http://www.56135.com/huoyuan/I7646247.html
云南红河建水 , 北京,葡萄,2018/6/12,http://www.56135.com/huoyuan/I7430150.html
山西忻州宁武 , 北京朝阳,无,2018/6/13,http://www.56135.com/huoyuan/I7444045.html
河北 , 北京大兴,普货,2018/6/13,http://www.56135.com/huoyuan/I7456961.html
河北秦皇岛 , 北京平谷,货,2018/6/19,http://www.56135.com/huoyuan/I7526657.html
辽宁沈阳 , 北京,货,2018/6/26,http://www.56135.com/huoyuan/I7656925.html
河北唐山滦县 , 北京怀柔,货,2018/6/20,http://www.56135.com/huoyuan/I7554446.html
河北唐山迁安 , 北京平谷,普货,2018/6/22,http://www.56135.com/huoyuan/I7604743.html
江苏苏州常熟 , 北京,货,2018/6/12,http://www.56135.com/huoyuan/I7423267.html
江苏连云港东海 , 北京顺义,螺纹,2018/6/14,http://www.56135.com/huoyuan/I7478811.html
宁夏银川 , 北京,烷基化,2018/6/19,http://www.56135.com/huoyuan/I7540562.html
辽宁 , 北京,香菇,2018/6/26,http://www.56135.com/huoyuan/I7646671.html
天津 , 北京,货,2018/6/26,http://www.56135.com/huoyuan/I7651440.html
广东佛山三水 , 北京东城,饮料,2018/6/21,http://www.56135.com/huoyuan/I7592829.html
上海 , 北京,货,2018/6/14,http://www.56135.com/huoyuan/I7484690.html
吉林白城洮南 , 北京,猪,2018/6/12,http://www.56135.com/huoyuan/I7431060.html
河北唐山迁安 , 北京平谷,普货,2018/6/13,http://www.56135.com/huoyuan/I7448860.html
浙江台州 , 北京,冻品,2018/6/12,http://www.56135.com/huoyuan/I7436228.html
内蒙古鄂尔多斯杭锦旗 , 北京,无,2018/6/19,http://www.56135.com/huoyuan/I7525635.html
内蒙古呼和浩特 , 北京,烷基化,2018/6/20,http://www.56135.com/huoyuan/I7552413.html
辽宁丹东 , 北京,货,2018/6/26,http://www.56135.com/huoyuan/I7655675.html
浙江台州临海 , 北京,无,2018/6/13,http://www.56135.com/huoyuan/I7462506.html
山西太原古交 , 北京通州,树苗,2018/6/13,http://www.56135.com/huoyuan/I7451481.html
河南郑州 , 北京,快递,2018/6/20,http://www.56135.com/huoyuan/I7551756.html
广东东莞 , 北京,无,2018/6/22,http://www.56135.com/huoyuan/I7607826.html
广东江门 , 北京,雪糕,2018/6/22,http://www.56135.com/huoyuan/I7619529.html
陕西榆林 , 北京房山,石脑油,2018/6/13,http://www.56135.com/huoyuan/I7453213.html
内蒙古通辽 , 北京,猪,2018/6/15,http://www.56135.com/huoyuan/I7494228.html
陕西榆林 , 北京,汽油,2018/6/15,http://www.56135.com/huoyuan/I7524504.html
河北唐山丰润 , 北京顺义,镀锌方,2018/6/21,http://www.56135.com/huoyuan/I7584842.html
新疆昌吉奇台 , 北京,货,2018/6/12,http://www.56135.com/huoyuan/I7438160.html
辽宁辽阳 , 北京,烷基化,2018/6/11,http://www.56135.com/huoyuan/I7416920.html
无,无,无,None,http://www.56135.com/huoyuan/I7457829.html
辽宁沈阳 , 北京,货,2018/6/22,http://www.56135.com/huoyuan/I7625859.html
辽宁锦州 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7552542.html
天津 , 北京,无,2018/6/12,http://www.56135.com/huoyuan/I7433797.html
福建福州鼓楼 , 北京大兴,H型钢,2018/6/19,http://www.56135.com/huoyuan/I7526044.html
辽宁锦州 , 北京,M160,2018/6/19,http://www.56135.com/huoyuan/I7528701.html
新疆乌鲁木齐 , 北京,货,2018/6/21,http://www.56135.com/huoyuan/I7583848.html
河南郑州 , 北京,车,2018/6/13,http://www.56135.com/huoyuan/I7467975.html
湖北武汉 , 北京,普货,2018/6/21,http://www.56135.com/huoyuan/I7577597.html
山西忻州宁武 , 北京朝阳,货,2018/6/19,http://www.56135.com/huoyuan/I7535298.html
广东深圳 , 北京,普货,2018/6/22,http://www.56135.com/huoyuan/I7598531.html
福建三明清流 , 北京大兴,线材不怕雨,2018/6/13,http://www.56135.com/huoyuan/I7459540.html
河北承德滦平 , 北京大兴,螺纹,2018/6/28,http://www.56135.com/huoyuan/I7698933.html
黑龙江绥化肇东 , 北京密云,袋机饲料,2018/6/14,http://www.56135.com/huoyuan/I7478303.html
河北承德滦平 , 北京通州,螺纹,2018/6/13,http://www.56135.com/huoyuan/I7452281.html
江苏泰州海陵 , 北京,无,2018/6/21,http://www.56135.com/huoyuan/I7575398.html
黑龙江大庆 , 北京,危险品,2018/6/15,http://www.56135.com/huoyuan/I7514986.html
浙江宁波 , 北京,普货,2018/6/12,http://www.56135.com/huoyuan/I7428761.html
山东东营广饶 , 北京丰台,货,2018/6/23,http://www.56135.com/huoyuan/I7616108.html
山西忻州原平 , 北京朝阳,无,2018/6/12,http://www.56135.com/huoyuan/I7430664.html
辽宁大连瓦房店 , 北京,水果,2018/6/26,http://www.56135.com/huoyuan/I7648273.html
内蒙古鄂尔多斯达拉特旗 , 北京通州,木片,2018/6/27,http://www.56135.com/huoyuan/I7683485.html
江西南昌青山湖 , 北京顺义,货,2018/6/15,http://www.56135.com/huoyuan/I7496291.html
山东济宁 , 北京,肉,2018/6/13,http://www.56135.com/huoyuan/I7461437.html
河北邢台 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7554577.html
黑龙江大庆 , 北京,危险品,2018/6/15,http://www.56135.com/huoyuan/I7491399.html
湖南常德石门 , 北京大兴,货,2018/6/26,http://www.56135.com/huoyuan/I7646263.html
内蒙古鄂尔多斯杭锦旗 , 北京,普货,2018/6/15,http://www.56135.com/huoyuan/I7508125.html
山东临沂 , 北京,冻品,2018/6/11,http://www.56135.com/huoyuan/I7412760.html
新疆图木舒克 , 北京昌平,货,2018/6/14,http://www.56135.com/huoyuan/I7487101.html
湖北武汉东西湖 , 北京大兴,无,2018/6/11,http://www.56135.com/huoyuan/I7417075.html
广东湛江 , 北京,虾仁,2018/6/14,http://www.56135.com/huoyuan/I7487919.html
山西忻州原平 , 北京昌平,普货,2018/6/15,http://www.56135.com/huoyuan/I7496004.html
河南郑州 , 北京,快递,2018/6/24,http://www.56135.com/huoyuan/I7622687.html
安徽合肥 , 北京,货,2018/6/15,http://www.56135.com/huoyuan/I7524723.html
天津津南 , 北京,货,2018/6/25,http://www.56135.com/huoyuan/I7636612.html
内蒙古鄂尔多斯达拉特旗 , 北京通州,木片,2018/6/25,http://www.56135.com/huoyuan/I7626146.html
宁夏银川 , 北京,汽油料,2018/6/15,http://www.56135.com/huoyuan/I7506661.html
辽宁沈阳 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7546965.html
河北保定 , 北京通州,货,2018/6/12,http://www.56135.com/huoyuan/I7419805.html
河南南阳内乡 , 北京,冻品,2018/6/24,http://www.56135.com/huoyuan/I7624646.html
河北承德滦平 , 北京房山,矿沙,2018/6/27,http://www.56135.com/huoyuan/I7672128.html
河北唐山丰润 , 北京,无,2018/6/12,http://www.56135.com/huoyuan/I7426735.html
陕西榆林 , 北京,货,2018/6/20,http://www.56135.com/huoyuan/I7557954.html
山西忻州宁武 , 北京朝阳,无,2018/6/26,http://www.56135.com/huoyuan/I7649758.html
陕西榆林府谷 , 北京朝阳,无,2018/6/11,http://www.56135.com/huoyuan/I7416714.html
无,无,无,None,http://www.56135.com/huoyuan/I7705166.html
黑龙江大庆 , 北京,货,2018/6/14,http://www.56135.com/huoyuan/I7481196.html
河北唐山滦南 , 北京昌平,角钢,2018/6/19,http://www.56135.com/huoyuan/I7539797.html
山西朔州怀仁 , 北京延庆,无,2018/6/28,http://www.56135.com/huoyuan/I7700046.html
河北唐山遵化 , 北京昌平,原沙,2018/6/26,http://www.56135.com/huoyuan/I7651645.html
湖北武汉 , 北京,鲜玉米棒,2018/6/13,http://www.56135.com/huoyuan/I7463542.html
河北唐山丰润 , 北京大兴,货,2018/6/14,http://www.56135.com/huoyuan/I7484228.html
