始发地,目的地,货物类型,日期,网址
辽宁盘锦 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6835465.html
新疆乌鲁木齐 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6835452.html
河南濮阳 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6835428.html
辽宁盘锦 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6835424.html
宁夏 , 北京房山,国五芳烃,2018/5/8,http://www.56135.com/huoyuan/I6835421.html
辽宁大连 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6835398.html
北京 , 北京,4.2米冷藏,2018/5/8,http://www.56135.com/huoyuan/I6835233.html
黑龙江佳木斯抚远 , 北京昌平,货,2018/5/8,http://www.56135.com/huoyuan/I6835199.html
辽宁大连 , 北京,重芳烃,2018/5/8,http://www.56135.com/huoyuan/I6835109.html
辽宁大连 , 北京房山,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6835092.html
河南郑州 , 北京,普货,2018/5/8,http://www.56135.com/huoyuan/I6835055.html
广东深圳 , 北京,快递,2018/5/8,http://www.56135.com/huoyuan/I6835040.html
辽宁盘锦 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6834982.html
河北唐山迁安市 , 北京大兴区,钢材,2018/5/8,http://www.56135.com/huoyuan/I6834972.html
河北唐山迁安市 , 北京昌平区,钢材,2018/5/8,http://www.56135.com/huoyuan/I6834970.html
安徽蚌埠固镇 , 北京,普货,2018/5/8,http://www.56135.com/huoyuan/I6834836.html
安徽蚌埠固镇 , 北京海淀,普货,2018/5/8,http://www.56135.com/huoyuan/I6834835.html
山西吕梁方山 , 北京,拉石膏板,2018/5/8,http://www.56135.com/huoyuan/I6834833.html
新疆昌吉奇台 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6834750.html
湖北武汉 , 北京,冻品,2018/5/8,http://www.56135.com/huoyuan/I6834718.html
黑龙江大庆 , 北京,M,2018/5/8,http://www.56135.com/huoyuan/I6834592.html
辽宁大连 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6834587.html
宁夏 , 北京房山,芳烃,2018/5/8,http://www.56135.com/huoyuan/I6834526.html
山西朔州应县 , 北京顺义,玉米,2018/5/8,http://www.56135.com/huoyuan/I6834492.html
湖北武汉 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6834445.html
河南漯河 , 北京,食品,2018/5/8,http://www.56135.com/huoyuan/I6834418.html
重庆 , 北京,设备,2018/5/8,http://www.56135.com/huoyuan/I6834339.html
广东湛江徐闻 , 北京,玉米,2018/5/8,http://www.56135.com/huoyuan/I6834323.html
宁夏 , 北京,芳烃,2018/5/8,http://www.56135.com/huoyuan/I6834290.html
河北唐山滦县 , 北京顺义,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834154.html
河北唐山滦县 , 北京昌平,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834153.html
湖南常德石门 , 北京顺义,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834152.html
河北唐山迁安 , 北京顺义,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834150.html
河北唐山迁安 , 北京昌平,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834149.html
河北唐山迁安 , 北京平谷,打包红砖,2018/5/8,http://www.56135.com/huoyuan/I6834147.html
江苏苏州常熟 , 北京,无,2018/5/8,http://www.56135.com/huoyuan/I6833971.html
山东滨州惠民 , 北京延庆,树苗超长,2018/5/8,http://www.56135.com/huoyuan/I6833946.html
山西长治 , 北京大兴,普货,2018/5/8,http://www.56135.com/huoyuan/I6833793.html
山西太原阳曲 , 北京顺义,树苗,2018/5/8,http://www.56135.com/huoyuan/I6833785.html
安徽蚌埠固镇 , 北京朝阳,无,2018/5/8,http://www.56135.com/huoyuan/I6833763.html
湖北荆州洪湖 , 北京,冻品,2018/5/8,http://www.56135.com/huoyuan/I6833710.html
山东潍坊青州 , 北京,冻品,2018/5/8,http://www.56135.com/huoyuan/I6833709.html
黑龙江大庆 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6833459.html
黑龙江哈尔滨 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6833458.html
黑龙江鸡西梨树 , 北京,猪,2018/5/8,http://www.56135.com/huoyuan/I6833446.html
河南濮阳 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6833323.html
河北唐山迁安 , 北京大兴,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833303.html
湖南常德石门 , 北京顺义,货,2018/5/8,http://www.56135.com/huoyuan/I6833300.html
天津北辰 , 北京通州,货,2018/5/8,http://www.56135.com/huoyuan/I6833297.html
河北保定雄县 , 北京通州,货,2018/5/8,http://www.56135.com/huoyuan/I6833296.html
河北秦皇岛卢龙 , 北京延庆,货,2018/5/8,http://www.56135.com/huoyuan/I6833295.html
河北唐山迁安 , 北京通州,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833292.html
湖南常德石门 , 北京石景山,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833291.html
河北秦皇岛 , 北京延庆,砖,2018/5/8,http://www.56135.com/huoyuan/I6833288.html
河北唐山丰润 , 北京大兴,砖,2018/5/8,http://www.56135.com/huoyuan/I6833286.html
河北唐山丰润 , 北京延庆,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833284.html
湖南常德石门 , 北京平谷,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833282.html
湖南常德石门 , 北京昌平,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833280.html
湖南常德石门 , 北京通州,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833279.html
湖南常德石门 , 北京密云,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833278.html
河北唐山迁安 , 北京怀柔,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833277.html
湖南常德石门 , 北京门头沟,加气砖,2018/5/8,http://www.56135.com/huoyuan/I6833276.html
湖南常德石门 , 北京房山,拉水泥砖,2018/5/8,http://www.56135.com/huoyuan/I6833275.html
河北唐山滦县 , 北京大兴,拉红砖,2018/5/8,http://www.56135.com/huoyuan/I6833274.html
河北唐山遵化 , 北京房山,拉红砖,2018/5/8,http://www.56135.com/huoyuan/I6833272.html
湖南常德石门 , 北京大兴,拉红砖,2018/5/8,http://www.56135.com/huoyuan/I6833271.html
河北秦皇岛卢龙 , 北京密云,砖,2018/5/8,http://www.56135.com/huoyuan/I6833270.html
河北唐山迁安 , 北京,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833269.html
河北秦皇岛卢龙 , 北京房山,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833268.html
河北唐山迁安 , 北京房山,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833267.html
河北唐山滦县 , 北京顺义,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833264.html
河北唐山滦县 , 北京通州,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833263.html
河北唐山滦县 , 北京怀柔,打包砖,2018/5/8,http://www.56135.com/huoyuan/I6833262.html
山西大同浑源 , 北京通州,货,2018/5/8,http://www.56135.com/huoyuan/I6832933.html
山西忻州宁武 , 北京朝阳,无,2018/5/8,http://www.56135.com/huoyuan/I6832831.html
山西忻州原平 , 北京朝阳,无,2018/5/8,http://www.56135.com/huoyuan/I6832828.html
海南乐东佛罗 , 北京,13米高栏车,2018/5/8,http://www.56135.com/huoyuan/I6832797.html
福建福州连江 , 北京,冻品,2018/5/8,http://www.56135.com/huoyuan/I6832586.html
上海 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6832147.html
上海 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6832084.html
广东深圳 , 北京,榴莲,2018/5/8,http://www.56135.com/huoyuan/I6831655.html
辽宁大连 , 北京房山,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6831651.html
辽宁盘锦 , 北京,汽油料子,2018/5/8,http://www.56135.com/huoyuan/I6831647.html
辽宁盘锦 , 北京房山,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6831646.html
黑龙江大庆 , 北京,普货,2018/5/8,http://www.56135.com/huoyuan/I6831636.html
江苏南京 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6831594.html
上海 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6831557.html
辽宁阜新彰武 , 北京,袋装粮食,2018/5/8,http://www.56135.com/huoyuan/I6831534.html
河北唐山迁安 , 北京,沙子,2018/5/8,http://www.56135.com/huoyuan/I6831435.html
河北唐山迁西 , 北京,沙子,2018/5/8,http://www.56135.com/huoyuan/I6831434.html
河北唐山迁西 , 北京昌平,石子,2018/5/8,http://www.56135.com/huoyuan/I6831433.html
河北唐山丰润 , 北京昌平,砖,2018/5/8,http://www.56135.com/huoyuan/I6831432.html
河北唐山迁西 , 北京顺义,砖,2018/5/8,http://www.56135.com/huoyuan/I6831429.html
湖南长沙 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6831278.html
湖北武汉 , 北京,货,2018/5/8,http://www.56135.com/huoyuan/I6831277.html
广东深圳 , 北京,榴莲,2018/5/8,http://www.56135.com/huoyuan/I6830988.html
河北石家庄 , 北京顺义,货,2018/5/8,http://www.56135.com/huoyuan/I6830923.html
黑龙江大庆 , 北京,普货,2018/5/8,http://www.56135.com/huoyuan/I6830906.html
浙江杭州 , 北京,普货,2018/5/7,http://www.56135.com/huoyuan/I6830891.html
辽宁盘锦 , 北京,汽油料子,2018/5/7,http://www.56135.com/huoyuan/I6830841.html
安徽合肥 , 北京,普货,2018/5/7,http://www.56135.com/huoyuan/I6830831.html
浙江宁波 , 北京,普货,2018/5/7,http://www.56135.com/huoyuan/I6830761.html
广西北海合浦 , 北京,普货,2018/5/7,http://www.56135.com/huoyuan/I6830652.html
辽宁盘锦 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6830457.html
辽宁大连 , 北京,烷基化,2018/5/8,http://www.56135.com/huoyuan/I6830456.html
江苏连云港 , 北京,冻品,2018/5/8,http://www.56135.com/huoyuan/I6830403.html
内蒙古通辽 , 北京,普货,2018/5/8,http://www.56135.com/huoyuan/I6830334.html
河南郑州 , 北京,无,2018/5/8,http://www.56135.com/huoyuan/I6830204.html
海南陵水 , 北京,荔枝,2018/5/8,http://www.56135.com/huoyuan/I6830161.html
山东聊城 , 北京,肉,2018/5/7,http://www.56135.com/huoyuan/I6830028.html
海南 , 北京,（荔枝）,2018/5/8,http://www.56135.com/huoyuan/I6830006.html
云南大理宾川 , 北京,（沃柑）,2018/5/8,http://www.56135.com/huoyuan/I6830004.html
广东深圳 , 北京,榴莲,2018/5/8,http://www.56135.com/huoyuan/I6829915.html
广东东莞 , 北京,快递,2018/5/8,http://www.56135.com/huoyuan/I6829906.html
河南漯河 , 北京通州,重货,2018/5/8,http://www.56135.com/huoyuan/I6829898.html
河北廊坊霸州 , 北京房山,无,2018/5/7,http://www.56135.com/huoyuan/I6812930.html
河北石家庄 , 北京,货,2018/5/7,http://www.56135.com/huoyuan/I6829806.html
内蒙古鄂尔多斯准格尔旗 , 北京朝阳,货,2018/5/7,http://www.56135.com/huoyuan/I6829790.html
河北廊坊固安 , 北京昌平,货,2018/5/7,http://www.56135.com/huoyuan/I6829767.html
辽宁朝阳建平 , 北京顺义,砖,2018/5/7,http://www.56135.com/huoyuan/I6829766.html
内蒙古赤峰元宝山 , 北京顺义,砖,2018/5/7,http://www.56135.com/huoyuan/I6829762.html
内蒙古赤峰元宝山 , 北京平谷,砖,2018/5/7,http://www.56135.com/huoyuan/I6829761.html
海南文昌锦山 , 北京平谷,砖,2018/5/7,http://www.56135.com/huoyuan/I6829760.html
内蒙古赤峰 , 北京平谷,砖,2018/5/7,http://www.56135.com/huoyuan/I6829759.html
河北保定 , 北京,普货,2018/5/7,http://www.56135.com/huoyuan/I6829669.html
辽宁盘锦 , 北京,烷基化,2018/5/7,http://www.56135.com/huoyuan/I6829637.html
山西忻州宁武 , 北京昌平,无,2018/5/7,http://www.56135.com/huoyuan/I6829634.html
辽宁盘锦 , 北京,烷基化,2018/5/7,http://www.56135.com/huoyuan/I6829150.html
广东阳江 , 北京,毛豆,2018/5/9,http://www.56135.com/huoyuan/I6870137.html
福建漳州 , 北京,水果,2018/5/9,http://www.56135.com/huoyuan/I6870114.html
山西忻州原平 , 北京朝阳,无,2018/5/9,http://www.56135.com/huoyuan/I6869979.html
河北邯郸 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869937.html
辽宁抚顺 , 北京,碳九,2018/5/9,http://www.56135.com/huoyuan/I6869808.html
辽宁大连 , 北京,重芳烃,2018/5/9,http://www.56135.com/huoyuan/I6869807.html
山东青岛 , 北京,蔬菜,2018/5/9,http://www.56135.com/huoyuan/I6869760.html
河南郑州 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869759.html
黑龙江大庆 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869488.html
福建漳州 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869451.html
广东深圳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869352.html
广东东莞 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6869351.html
海南琼海 , 北京,荔枝,2018/5/9,http://www.56135.com/huoyuan/I6869348.html
浙江湖州 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6869305.html
广东东莞 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6869158.html
湖北孝感应城 , 北京房山,盐,2018/5/9,http://www.56135.com/huoyuan/I6869080.html
内蒙古鄂尔多斯乌审旗 , 北京房山,货,2018/5/9,http://www.56135.com/huoyuan/I6869073.html
湖北武汉 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6869011.html
湖北黄冈麻城 , 北京通州,普货,2018/5/9,http://www.56135.com/huoyuan/I6868983.html
湖北黄冈麻城 , 北京顺义,普货,2018/5/9,http://www.56135.com/huoyuan/I6868982.html
湖北宜昌 , 北京丰台,石材,2018/5/9,http://www.56135.com/huoyuan/I6868980.html
福建厦门 , 北京,水果,2018/5/9,http://www.56135.com/huoyuan/I6868799.html
河北邢台南和 , 北京顺义,货,2018/5/9,http://www.56135.com/huoyuan/I6868750.html
湖南常德石门 , 北京延庆,无,2018/5/9,http://www.56135.com/huoyuan/I6868704.html
黑龙江大庆 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6868681.html
山东青岛黄岛 , 北京,设备,2018/5/9,http://www.56135.com/huoyuan/I6868630.html
河南濮阳 , 北京房山,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6868614.html
黑龙江大庆 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6868586.html
宁夏 , 北京,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6868567.html
江苏泰州 , 北京,乳液,2018/5/9,http://www.56135.com/huoyuan/I6868532.html
湖北武汉 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6868517.html
河北唐山滦县 , 北京顺义,货,2018/5/9,http://www.56135.com/huoyuan/I6868436.html
河北唐山滦县 , 北京房山,货,2018/5/9,http://www.56135.com/huoyuan/I6868435.html
海南琼海 , 北京,荔枝,2018/5/9,http://www.56135.com/huoyuan/I6868407.html
海南琼海 , 北京,荔枝,2018/5/9,http://www.56135.com/huoyuan/I6868406.html
河北唐山 , 北京房山,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6868389.html
宁夏 , 北京房山,国五石脑油,2018/5/9,http://www.56135.com/huoyuan/I6868378.html
海南乐东九所 , 北京,玉米,2018/5/9,http://www.56135.com/huoyuan/I6868151.html
广东湛江 , 北京,冻虾,2018/5/9,http://www.56135.com/huoyuan/I6868148.html
海南陵水 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6868118.html
宁夏 , 北京房山,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6868055.html
浙江杭州 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6867899.html
湖北荆州洪湖 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867763.html
山西大同浑源 , 北京门头沟,无,2018/5/9,http://www.56135.com/huoyuan/I6867720.html
河南焦作 , 北京门头沟,无,2018/5/9,http://www.56135.com/huoyuan/I6867719.html
辽宁大连 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867698.html
山西晋城 , 北京大兴,货,2018/5/9,http://www.56135.com/huoyuan/I6867683.html
广东广州 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6867658.html
江苏连云港 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867585.html
河北保定雄县 , 北京怀柔,货,2018/5/9,http://www.56135.com/huoyuan/I6867575.html
浙江嘉兴 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6867568.html
广东深圳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867500.html
广西北海合浦 , 北京,玉米,2018/5/9,http://www.56135.com/huoyuan/I6867466.html
湖北黄冈麻城 , 北京顺义,无,2018/5/9,http://www.56135.com/huoyuan/I6867444.html
山西太原 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867103.html
福建莆田 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6867099.html
河北衡水 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6867097.html
河北保定 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6867076.html
河北唐山丰润 , 北京延庆,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6867057.html
河南濮阳 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6867045.html
浙江湖州安吉 , 北京,顺丰快递,2018/5/10,http://www.56135.com/huoyuan/I6866923.html
湖北孝感应城 , 北京大兴,盐,2018/5/9,http://www.56135.com/huoyuan/I6866847.html
吉林白城洮南 , 北京,猪,2018/5/9,http://www.56135.com/huoyuan/I6866821.html
湖北黄冈麻城 , 北京,石材,2018/5/9,http://www.56135.com/huoyuan/I6866762.html
河南郑州 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6866443.html
河南濮阳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6866374.html
辽宁辽阳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6866290.html
宁夏 , 北京房山,国五芳烃,2018/5/9,http://www.56135.com/huoyuan/I6866256.html
内蒙古鄂尔多斯杭锦旗 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6866203.html
宁夏 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6866201.html
宁夏吴忠盐池 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6866169.html
辽宁辽阳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6866117.html
辽宁大连 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6866066.html
江苏盐城 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6866058.html
河北唐山丰润 , 北京平谷,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6866053.html
河北唐山古冶 , 北京延庆,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6866050.html
广东江门开平 , 北京通州,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6866042.html
河北唐山丰润 , 北京平谷,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6866039.html
山东临沂 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6866024.html
黑龙江黑河北安 , 北京,代积,2018/5/9,http://www.56135.com/huoyuan/I6866000.html
河南郑州 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865961.html
山东潍坊 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6865903.html
湖北武汉蔡甸 , 北京通州,普货,2018/5/9,http://www.56135.com/huoyuan/I6865872.html
湖北武汉蔡甸 , 北京延庆,打捆的脚手架,2018/5/9,http://www.56135.com/huoyuan/I6865871.html
湖北武汉蔡甸 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6865827.html
湖北宜昌 , 北京,托盘石材,2018/5/9,http://www.56135.com/huoyuan/I6865825.html
湖北武汉蔡甸 , 北京通州,普货,2018/5/9,http://www.56135.com/huoyuan/I6865811.html
湖北武汉蔡甸 , 北京通州,普货,2018/5/9,http://www.56135.com/huoyuan/I6865775.html
浙江湖州 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865737.html
黑龙江双鸭山饶河 , 北京房山,货,2018/5/9,http://www.56135.com/huoyuan/I6865677.html
辽宁辽阳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865670.html
黑龙江哈尔滨 , 北京,冷藏货,2018/5/9,http://www.56135.com/huoyuan/I6865650.html
山东济宁 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865644.html
山东菏泽 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865643.html
黑龙江鹤岗绥滨 , 北京,水稻,2018/5/9,http://www.56135.com/huoyuan/I6865627.html
辽宁大连 , 北京,重芳烃,2018/5/9,http://www.56135.com/huoyuan/I6865536.html
黑龙江佳木斯 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865525.html
黑龙江鸡西虎林 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865523.html
辽宁辽阳 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6865410.html
河北唐山迁西 , 北京昌平,沙子、石子,2018/5/9,http://www.56135.com/huoyuan/I6865401.html
河北唐山迁安 , 北京昌平,沙子、石子,2018/5/9,http://www.56135.com/huoyuan/I6865400.html
辽宁 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865368.html
浙江嘉兴 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6865237.html
辽宁抚顺 , 北京房山,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6865229.html
辽宁抚顺 , 北京,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6865162.html
上海 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865161.html
河北唐山丰南 , 北京房山,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6865007.html
陕西西安 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6865004.html
海南临高临城 , 北京,重货,2018/5/9,http://www.56135.com/huoyuan/I6864989.html
安徽合肥 , 北京,有猪,2018/5/9,http://www.56135.com/huoyuan/I6864871.html
河北邢台 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6864846.html
河北石家庄 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6864824.html
辽宁盘锦 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6864752.html
辽宁大连 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6864751.html
内蒙古鄂尔多斯鄂托克旗 , 北京平谷,货,2018/5/9,http://www.56135.com/huoyuan/I6864621.html
浙江湖州 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6864588.html
广西北海合浦 , 北京,玉米,2018/5/9,http://www.56135.com/huoyuan/I6864392.html
广东湛江遂溪 , 北京,玉米,2018/5/9,http://www.56135.com/huoyuan/I6864391.html
天津 , 北京顺义,货,2018/5/9,http://www.56135.com/huoyuan/I6864381.html
吉林松原扶余 , 北京昌平,货,2018/5/9,http://www.56135.com/huoyuan/I6864368.html
河南洛阳洛宁 , 北京平谷,蜜蜂,2018/5/2,http://www.56135.com/huoyuan/I6864320.html
河南许昌 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6864315.html
山东泰安肥城 , 北京平谷,蜜蜂,2018/5/9,http://www.56135.com/huoyuan/I6864300.html
山西忻州宁武 , 北京朝阳,货,2018/5/9,http://www.56135.com/huoyuan/I6864179.html
山西晋城高平 , 北京大兴,普货,2018/5/9,http://www.56135.com/huoyuan/I6863825.html
宁夏吴忠盐池 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6863818.html
内蒙古鄂尔多斯杭锦旗 , 北京,普货,2018/5/9,http://www.56135.com/huoyuan/I6863817.html
山东东营 , 北京,柴油,2018/5/9,http://www.56135.com/huoyuan/I6863748.html
宁夏银川 , 北京,石脑油,2018/5/9,http://www.56135.com/huoyuan/I6863746.html
江西南昌 , 北京,冻品,2018/5/9,http://www.56135.com/huoyuan/I6863712.html
上海 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6863674.html
河北唐山丰南 , 北京房山,无,2018/5/9,http://www.56135.com/huoyuan/I6863593.html
辽宁辽阳 , 北京,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6863387.html
云南大理 , 北京,桔子,2018/5/9,http://www.56135.com/huoyuan/I6863219.html
山西忻州宁武 , 北京昌平,无,2018/5/9,http://www.56135.com/huoyuan/I6863165.html
河北唐山迁安 , 北京怀柔,货,2018/5/9,http://www.56135.com/huoyuan/I6863040.html
辽宁盘锦 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6863001.html
广西防城港东兴 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6862891.html
陕西榆林府谷 , 北京朝阳,无,2018/5/9,http://www.56135.com/huoyuan/I6862872.html
江苏泰州 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6862757.html
北京 , 北京,专线,2018/5/9,http://www.56135.com/huoyuan/I6862754.html
福建三明清流 , 北京大兴,货,2018/5/9,http://www.56135.com/huoyuan/I6862730.html
河北唐山丰润 , 北京密云,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6862728.html
广东江门开平 , 北京密云,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6862727.html
河北唐山丰南 , 北京大兴,盘螺,2018/5/9,http://www.56135.com/huoyuan/I6862724.html
河北唐山丰南 , 北京通州,螺纹,2018/5/9,http://www.56135.com/huoyuan/I6862721.html
广西北海合浦 , 北京,绿通,2018/5/9,http://www.56135.com/huoyuan/I6862624.html
广西南宁 , 北京,绿通,2018/5/9,http://www.56135.com/huoyuan/I6862623.html
河北承德 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6862612.html
辽宁盘锦 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6862334.html
辽宁大连 , 北京,烷基化,2018/5/9,http://www.56135.com/huoyuan/I6862333.html
辽宁铁岭昌图 , 北京,猪,2018/5/9,http://www.56135.com/huoyuan/I6862252.html
内蒙古鄂尔多斯杭锦旗 , 北京房山,国五石脑,2018/5/9,http://www.56135.com/huoyuan/I6862238.html
辽宁沈阳 , 北京,冷藏货,2018/5/9,http://www.56135.com/huoyuan/I6862175.html
吉林延边延吉 , 北京,猪,2018/5/9,http://www.56135.com/huoyuan/I6862166.html
四川成都 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6861940.html
河北唐山丰润 , 北京海淀,打包砖,2018/5/9,http://www.56135.com/huoyuan/I6861912.html
湖南常德石门 , 北京通州,红砖1700,2018/5/9,http://www.56135.com/huoyuan/I6861907.html
河北邯郸 , 北京,重货,2018/5/9,http://www.56135.com/huoyuan/I6861874.html
广东佛山 , 北京通州,货,2018/5/9,http://www.56135.com/huoyuan/I6861872.html
宁夏 , 北京房山,芳烃,2018/5/9,http://www.56135.com/huoyuan/I6861814.html
黑龙江大庆 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6861610.html
黑龙江哈尔滨 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6861609.html
辽宁大连 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6861608.html
辽宁辽阳 , 北京,货,2018/5/9,http://www.56135.com/huoyuan/I6861606.html
广西防城港东兴 , 北京,火龙果,2018/5/9,http://www.56135.com/huoyuan/I6861555.html
宁夏吴忠盐池 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6861488.html
内蒙古鄂尔多斯杭锦旗 , 北京,无,2018/5/9,http://www.56135.com/huoyuan/I6861487.html
