始发站,终点站,货物,日期,网址
北京平谷,河南洛阳宜阳,散装玉米,2018-6-25,http://www.56135.com/huoyuan/I7626335.html
北京平谷,山东菏泽,散装玉米,2018-6-25,http://www.56135.com/huoyuan/I7626334.html
北京通州,河北唐山丰润,None,2018-6-25,http://www.56135.com/huoyuan/I7626314.html
北京,广东东莞,快递,2018-6-25,http://www.56135.com/huoyuan/I7626263.html
北京,广东广州,冻品,2018-6-25,http://www.56135.com/huoyuan/I7625997.html
北京昌平,河北唐山玉田,剪切料,2018-6-25,http://www.56135.com/huoyuan/I7625921.html
北京顺义,河北唐山丰润,钢筋毛料,2018-6-25,http://www.56135.com/huoyuan/I7625920.html
北京顺义,河北唐山丰润,剪切料,2018-6-25,http://www.56135.com/huoyuan/I7625898.html
北京顺义,辽宁大连,普货,2018-6-25,http://www.56135.com/huoyuan/I7625892.html
北京顺义,辽宁沈阳,普货,2018-6-25,http://www.56135.com/huoyuan/I7625872.html
北京,湖北武汉,普货,2018-6-25,http://www.56135.com/huoyuan/I7625871.html
北京,山西太原,普货,2018-6-25,http://www.56135.com/huoyuan/I7625870.html
北京,陕西西安,普货,2018-6-25,http://www.56135.com/huoyuan/I7625869.html
北京,河北石家庄,普货,2018-6-25,http://www.56135.com/huoyuan/I7625867.html
北京,江西南昌,普货,2018-6-25,http://www.56135.com/huoyuan/I7625865.html
北京,江苏泰州,普货,2018-6-25,http://www.56135.com/huoyuan/I7625864.html
北京,内蒙古赤峰,打包袋,2018-6-25,http://www.56135.com/huoyuan/I7625567.html
北京通州,河南周口郸城,石子,2018-6-25,http://www.56135.com/huoyuan/I7625502.html
北京通州,河南周口鹿邑,黄沙,2018-6-25,http://www.56135.com/huoyuan/I7625500.html
北京通州,安徽淮北,石子,2018-6-25,http://www.56135.com/huoyuan/I7625499.html
北京顺义,北京顺义,None,2018-6-25,http://www.56135.com/huoyuan/I7625307.html
北京,广东广州,冻品,2018-6-25,http://www.56135.com/huoyuan/I7625020.html
北京,山东潍坊,货,2018-6-25,http://www.56135.com/huoyuan/I7625010.html
北京,浙江杭州,货,2018-6-25,http://www.56135.com/huoyuan/I7625009.html
北京,山东东营广饶,货,2018-6-25,http://www.56135.com/huoyuan/I7624742.html
北京通州,安徽淮北,黄沙,2018-6-25,http://www.56135.com/huoyuan/I7624712.html
北京通州,河南周口郸城,石子,2018-6-25,http://www.56135.com/huoyuan/I7624711.html
北京通州,河南周口鹿邑,黄沙,2018-6-25,http://www.56135.com/huoyuan/I7624710.html
北京,四川成都,普货,2018-6-25,http://www.56135.com/huoyuan/I7624467.html
北京,陕西西安,快件,2018-6-25,http://www.56135.com/huoyuan/I7624463.html
北京,湖北武汉,普货,2018-6-25,http://www.56135.com/huoyuan/I7624462.html
北京,安徽合肥,普货,2018-6-25,http://www.56135.com/huoyuan/I7624461.html
北京,云南昆明,普货,2018-6-25,http://www.56135.com/huoyuan/I7624460.html
北京,内蒙古呼和浩特,冻品,2018-6-25,http://www.56135.com/huoyuan/I7624365.html
北京,云南昆明,冻品,2018-6-25,http://www.56135.com/huoyuan/I7624163.html
北京,江苏南通,专线,2018-6-25,http://www.56135.com/huoyuan/I7624140.html
北京大兴,江苏南通海安,专线,2018-6-25,http://www.56135.com/huoyuan/I7624139.html
北京大兴,江苏南通如东,专线,2018-6-25,http://www.56135.com/huoyuan/I7624138.html
北京大兴,江苏南通如皋,专线,2018-6-25,http://www.56135.com/huoyuan/I7624137.html
北京大兴,北京通州,专线,2018-6-25,http://www.56135.com/huoyuan/I7624136.html
北京大兴,江苏南通海门,专线,2018-6-25,http://www.56135.com/huoyuan/I7624135.html
北京大兴,江苏南通启东,专线,2018-6-25,http://www.56135.com/huoyuan/I7624134.html
北京大兴,江苏南通港闸,专线,2018-6-25,http://www.56135.com/huoyuan/I7624133.html
北京大兴,江苏南通崇川,专线,2018-6-25,http://www.56135.com/huoyuan/I7624132.html
北京平谷,河北唐山迁安,化肥,2018-6-25,http://www.56135.com/huoyuan/I7624098.html
北京,河南周口郸城,None,2018-6-25,http://www.56135.com/huoyuan/I7623936.html
北京,上海,货,2018-6-25,http://www.56135.com/huoyuan/I7623671.html
北京顺义,山西朔州山阴,泡货,2018-6-25,http://www.56135.com/huoyuan/I7623516.html
北京顺义,山西大同灵丘,泡货,2018-6-25,http://www.56135.com/huoyuan/I7623515.html
北京顺义,山西大同,泡货,2018-6-25,http://www.56135.com/huoyuan/I7623514.html
北京怀柔,河北张家口怀来,货,2018-6-25,http://www.56135.com/huoyuan/I7623437.html
北京怀柔,河北张家口万全,货,2018-6-25,http://www.56135.com/huoyuan/I7623434.html
北京通州,河北张家口,货,2018-6-25,http://www.56135.com/huoyuan/I7623433.html
北京大兴,湖南长沙,普货,2018-6-25,http://www.56135.com/huoyuan/I7623374.html
北京顺义,河南信阳,普货,2018-6-25,http://www.56135.com/huoyuan/I7623373.html
北京房山,湖北武汉,普货,2018-6-25,http://www.56135.com/huoyuan/I7623372.html
北京,河南安阳汤阴,办公家具,2018-6-25,http://www.56135.com/huoyuan/I7623367.html
北京房山,河南郑州,重货,2018-6-25,http://www.56135.com/huoyuan/I7623295.html
北京大兴,内蒙古呼和浩特,货,2018-6-26,http://www.56135.com/huoyuan/I7673164.html
北京,河北唐山,螺纹,2018-6-26,http://www.56135.com/huoyuan/I7673163.html
北京,贵州贵阳,货,2018-6-26,http://www.56135.com/huoyuan/I7668451.html
北京平谷,宁夏银川,货,2018-6-26,http://www.56135.com/huoyuan/I7666041.html
北京,内蒙古赤峰,冻货,2018-6-26,http://www.56135.com/huoyuan/I7666006.html
北京,广东珠海,货,2018-6-26,http://www.56135.com/huoyuan/I7665907.html
北京怀柔,湖北武汉,高栏车,2018-6-26,http://www.56135.com/huoyuan/I7665873.html
北京,河北唐山,货,2018-6-26,http://www.56135.com/huoyuan/I7665823.html
北京,四川南充,货,2018-6-26,http://www.56135.com/huoyuan/I7665822.html
北京昌平,河北唐山丰润,货,2018-6-26,http://www.56135.com/huoyuan/I7665709.html
北京大兴,甘肃兰州,货,2018-6-26,http://www.56135.com/huoyuan/I7665657.html
北京昌平,新疆巴音郭楞库尔勒,设备,2018-6-26,http://www.56135.com/huoyuan/I7665623.html
北京房山,内蒙古锡林郭勒盟二连浩特,货,2018-6-26,http://www.56135.com/huoyuan/I7664809.html
北京,广西南宁,货,2018-6-26,http://www.56135.com/huoyuan/I7664801.html
北京,广西柳州,货,2018-6-26,http://www.56135.com/huoyuan/I7664796.html
北京,广西钦州,货,2018-6-26,http://www.56135.com/huoyuan/I7664793.html
北京,广西北海,货,2018-6-26,http://www.56135.com/huoyuan/I7664790.html
北京,广西防城港东兴,货,2018-6-26,http://www.56135.com/huoyuan/I7664786.html
北京,河北唐山,螺纹,2018-6-26,http://www.56135.com/huoyuan/I7664736.html
北京密云,河北唐山丰润,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7664735.html
北京,山东济南,酒店家具,2018-6-26,http://www.56135.com/huoyuan/I7664730.html
北京顺义,内蒙古呼和浩特,普货,2018-6-26,http://www.56135.com/huoyuan/I7664684.html
北京,甘肃兰州,货,2018-6-26,http://www.56135.com/huoyuan/I7664559.html
北京,陕西西安,货,2018-6-26,http://www.56135.com/huoyuan/I7663979.html
北京,辽宁沈阳,货,2018-6-26,http://www.56135.com/huoyuan/I7663535.html
北京通州,湖北十堰,货,2018-6-26,http://www.56135.com/huoyuan/I7663084.html
北京大兴,湖南长沙,货,2018-6-26,http://www.56135.com/huoyuan/I7663079.html
北京大兴,河北廊坊永清,货,2018-6-26,http://www.56135.com/huoyuan/I7662867.html
北京大兴,河北张家口,重货,2018-6-26,http://www.56135.com/huoyuan/I7662679.html
北京怀柔,天津宝坻,货,2018-6-26,http://www.56135.com/huoyuan/I7662621.html
北京延庆,北京顺义,钢材,2018-6-26,http://www.56135.com/huoyuan/I7662616.html
北京,江苏南京,货,2018-6-26,http://www.56135.com/huoyuan/I7662207.html
北京,江苏泰州,货,2018-6-26,http://www.56135.com/huoyuan/I7662206.html
北京,广西南宁,货,2018-6-26,http://www.56135.com/huoyuan/I7662205.html
北京,贵州贵阳,货,2018-6-26,http://www.56135.com/huoyuan/I7662203.html
北京,四川成都,货,2018-6-26,http://www.56135.com/huoyuan/I7662200.html
北京,吉林长春,货,2018-6-26,http://www.56135.com/huoyuan/I7662198.html
北京,辽宁沈阳,货,2018-6-26,http://www.56135.com/huoyuan/I7662197.html
北京,浙江杭州,货,2018-6-26,http://www.56135.com/huoyuan/I7662145.html
北京,重庆,货,2018-6-26,http://www.56135.com/huoyuan/I7662143.html
北京,广西南宁,货,2018-6-26,http://www.56135.com/huoyuan/I7662138.html
北京大兴,广东江门开平,钢材,2018-6-26,http://www.56135.com/huoyuan/I7662049.html
北京顺义,河北张家口阳原,草坪,2018-6-26,http://www.56135.com/huoyuan/I7662007.html
北京通州,湖北武汉江夏,货,2018-6-26,http://www.56135.com/huoyuan/I7661959.html
北京,湖北宜昌,货,2018-6-26,http://www.56135.com/huoyuan/I7661804.html
北京通州,湖北荆州,货,2018-6-26,http://www.56135.com/huoyuan/I7661722.html
北京昌平,湖南株洲,货,2018-6-26,http://www.56135.com/huoyuan/I7661700.html
北京,上海,冻品,2018-6-26,http://www.56135.com/huoyuan/I7661674.html
北京,重庆,冻品,2018-6-26,http://www.56135.com/huoyuan/I7661671.html
北京顺义,重庆,冻品,2018-6-26,http://www.56135.com/huoyuan/I7661628.html
北京顺义,湖北武汉汉南,货,2018-6-26,http://www.56135.com/huoyuan/I7661614.html
北京顺义,湖北武汉蔡甸,彩卷,2018-6-26,http://www.56135.com/huoyuan/I7661598.html
北京顺义,湖北武汉,彩卷,2018-6-26,http://www.56135.com/huoyuan/I7661597.html
北京通州,湖北武汉,货,2018-6-26,http://www.56135.com/huoyuan/I7661596.html
北京,广东广州,货,2018-6-26,http://www.56135.com/huoyuan/I7661542.html
北京顺义,湖北武汉,货,2018-6-26,http://www.56135.com/huoyuan/I7661510.html
北京,广东广州,普货,2018-6-26,http://www.56135.com/huoyuan/I7661272.html
北京,四川成都,普货,2018-6-26,http://www.56135.com/huoyuan/I7661271.html
北京大兴,河北张家口,货,2018-6-26,http://www.56135.com/huoyuan/I7661154.html
北京,吉林长春,货,2018-6-26,http://www.56135.com/huoyuan/I7660900.html
北京通州,内蒙古鄂尔多斯东胜,None,2018-6-26,http://www.56135.com/huoyuan/I7660874.html
北京大兴,内蒙古呼和浩特,快递,2018-6-26,http://www.56135.com/huoyuan/I7660873.html
北京,上海,普货,2018-6-26,http://www.56135.com/huoyuan/I7660867.html
北京,湖北武汉,货,2018-6-26,http://www.56135.com/huoyuan/I7660794.html
北京通州,河北唐山丰润,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7660560.html
北京昌平,河北秦皇岛昌黎,螺纹,2018-6-26,http://www.56135.com/huoyuan/I7660555.html
北京大兴,内蒙古乌兰察布集宁,货,2018-6-26,http://www.56135.com/huoyuan/I7660493.html
北京,山东济南,货,2018-6-26,http://www.56135.com/huoyuan/I7660492.html
北京顺义,辽宁沈阳,货,2018-6-26,http://www.56135.com/huoyuan/I7659828.html
北京,广东深圳,普货,2018-6-26,http://www.56135.com/huoyuan/I7659701.html
北京,江苏淮安,普货,2018-6-26,http://www.56135.com/huoyuan/I7659700.html
北京,河北邯郸,货,2018-6-26,http://www.56135.com/huoyuan/I7659060.html
北京,山西大同,货,2018-6-26,http://www.56135.com/huoyuan/I7658258.html
北京,辽宁沈阳,货,2018-6-26,http://www.56135.com/huoyuan/I7658257.html
北京,广东中山,货,2018-6-26,http://www.56135.com/huoyuan/I7658190.html
北京房山,北京通州,汽油,2018-6-26,http://www.56135.com/huoyuan/I7658145.html
北京,广东东莞虎门,货,2018-6-26,http://www.56135.com/huoyuan/I7657933.html
北京,甘肃兰州,货,2018-6-26,http://www.56135.com/huoyuan/I7657932.html
北京,贵州贵阳,货,2018-6-26,http://www.56135.com/huoyuan/I7657931.html
北京,新疆乌鲁木齐,货,2018-6-26,http://www.56135.com/huoyuan/I7657930.html
北京,四川成都,货,2018-6-26,http://www.56135.com/huoyuan/I7657927.html
北京,山西朔州平鲁,货,2018-6-26,http://www.56135.com/huoyuan/I7657925.html
北京,云南昆明,普货,2018-6-26,http://www.56135.com/huoyuan/I7657662.html
北京,四川成都,货,2018-6-26,http://www.56135.com/huoyuan/I7657659.html
北京,海南海口,货,2018-6-26,http://www.56135.com/huoyuan/I7657658.html
北京大兴,河北张家口,货,2018-6-26,http://www.56135.com/huoyuan/I7657325.html
北京,上海,货,2018-6-26,http://www.56135.com/huoyuan/I7657090.html
北京,辽宁沈阳,货,2018-6-26,http://www.56135.com/huoyuan/I7657088.html
北京,江苏苏州吴江,货,2018-6-26,http://www.56135.com/huoyuan/I7657085.html
北京,江苏南京,货,2018-6-26,http://www.56135.com/huoyuan/I7657083.html
北京,四川成都,冻品,2018-6-26,http://www.56135.com/huoyuan/I7657054.html
北京,河北唐山,货,2018-6-26,http://www.56135.com/huoyuan/I7657046.html
北京,四川南充,货,2018-6-26,http://www.56135.com/huoyuan/I7657041.html
北京,浙江温州,猪,2018-6-26,http://www.56135.com/huoyuan/I7656948.html
北京,吉林长春,货,2018-6-26,http://www.56135.com/huoyuan/I7656926.html
北京房山,陕西延安,货,2018-6-26,http://www.56135.com/huoyuan/I7656484.html
北京,山东济南,冻品,2018-6-26,http://www.56135.com/huoyuan/I7656248.html
北京通州,河北唐山,工字钢,2018-6-26,http://www.56135.com/huoyuan/I7656208.html
北京,广东广州,None,2018-6-26,http://www.56135.com/huoyuan/I7656130.html
北京通州,广东中山,None,2018-6-26,http://www.56135.com/huoyuan/I7656126.html
北京,辽宁锦州,货,2018-6-26,http://www.56135.com/huoyuan/I7655948.html
北京,山东济南,货,2018-6-26,http://www.56135.com/huoyuan/I7655584.html
北京,山东潍坊,货,2018-6-26,http://www.56135.com/huoyuan/I7655581.html
北京,广东深圳,货,2018-6-26,http://www.56135.com/huoyuan/I7655513.html
北京,浙江杭州,货,2018-6-26,http://www.56135.com/huoyuan/I7655082.html
北京,重庆,货,2018-6-26,http://www.56135.com/huoyuan/I7654978.html
北京,河北廊坊,重货,2018-6-26,http://www.56135.com/huoyuan/I7654095.html
北京,山东东营广饶,催柴,2018-6-26,http://www.56135.com/huoyuan/I7653679.html
北京房山,河北唐山迁安,压块,2018-6-26,http://www.56135.com/huoyuan/I7653441.html
北京西城,江苏连云港,货,2018-6-26,http://www.56135.com/huoyuan/I7653256.html
北京房山,河北张家口涿鹿,碎玻璃,2018-6-26,http://www.56135.com/huoyuan/I7652777.html
北京房山,河北唐山玉田,碎玻璃,2018-6-26,http://www.56135.com/huoyuan/I7652776.html
北京顺义,河北张家口怀来,普货,2018-6-26,http://www.56135.com/huoyuan/I7652751.html
北京,重庆,普货,2018-6-26,http://www.56135.com/huoyuan/I7652545.html
北京,湖北武汉,普货,2018-6-26,http://www.56135.com/huoyuan/I7652454.html
北京,江苏泰州,普货,2018-6-26,http://www.56135.com/huoyuan/I7652453.html
北京,内蒙古呼和浩特,普货,2018-6-26,http://www.56135.com/huoyuan/I7652452.html
北京,贵州贵阳,冻品,2018-6-26,http://www.56135.com/huoyuan/I7652451.html
北京顺义,云南昆明,货,2018-6-26,http://www.56135.com/huoyuan/I7651960.html
北京房山,河北唐山曹妃甸,压块,2018-6-26,http://www.56135.com/huoyuan/I7651921.html
北京房山,河北唐山迁安,压块,2018-6-26,http://www.56135.com/huoyuan/I7651920.html
北京,贵州贵阳,快递,2018-6-26,http://www.56135.com/huoyuan/I7651836.html
北京,四川成都,快递,2018-6-26,http://www.56135.com/huoyuan/I7651834.html
北京,广西南宁,快递,2018-6-26,http://www.56135.com/huoyuan/I7651833.html
北京,陕西西安,快递,2018-6-26,http://www.56135.com/huoyuan/I7651832.html
北京大兴,河北秦皇岛昌黎,None,2018-6-26,http://www.56135.com/huoyuan/I7651807.html
北京,云南昆明,普货,2018-6-26,http://www.56135.com/huoyuan/I7651643.html
北京通州,河北唐山,货,2018-6-26,http://www.56135.com/huoyuan/I7651313.html
北京平谷,河北石家庄鹿泉,塔吊,2018-6-26,http://www.56135.com/huoyuan/I7651258.html
北京,湖北武汉,货,2018-6-26,http://www.56135.com/huoyuan/I7651178.html
北京,内蒙古呼和浩特,货,2018-6-26,http://www.56135.com/huoyuan/I7651177.html
北京,云南昆明,货,2018-6-26,http://www.56135.com/huoyuan/I7651175.html
北京,安徽合肥,货,2018-6-26,http://www.56135.com/huoyuan/I7651174.html
北京西城,江苏连云港,煤,2018-6-26,http://www.56135.com/huoyuan/I7651051.html
北京昌平,河北唐山迁安,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7651035.html
北京,广西,None,2018-6-26,http://www.56135.com/huoyuan/I7650456.html
北京,四川,None,2018-6-26,http://www.56135.com/huoyuan/I7650371.html
北京,福建,None,2018-6-26,http://www.56135.com/huoyuan/I7650369.html
北京,河北,None,2018-6-26,http://www.56135.com/huoyuan/I7650367.html
北京,云南,None,2018-6-26,http://www.56135.com/huoyuan/I7650366.html
北京,湖北,None,2018-6-26,http://www.56135.com/huoyuan/I7650365.html
北京,湖南,None,2018-6-26,http://www.56135.com/huoyuan/I7650363.html
北京,海南,None,2018-6-26,http://www.56135.com/huoyuan/I7650362.html
北京,北京,None,2018-6-26,http://www.56135.com/huoyuan/I7650361.html
北京,广东,None,2018-6-26,http://www.56135.com/huoyuan/I7650358.html
北京,江苏苏州昆山,货,2018-6-26,http://www.56135.com/huoyuan/I7650190.html
北京,河北唐山玉田,设备,2018-6-26,http://www.56135.com/huoyuan/I7649928.html
北京,河北唐山玉田,普货,2018-6-26,http://www.56135.com/huoyuan/I7649879.html
北京大兴,山西大同天镇,None,2018-6-26,http://www.56135.com/huoyuan/I7649749.html
北京,山西吕梁,货,2018-6-26,http://www.56135.com/huoyuan/I7649747.html
北京,山西大同灵丘,货,2018-6-26,http://www.56135.com/huoyuan/I7649745.html
北京,山西忻州河曲,货,2018-6-26,http://www.56135.com/huoyuan/I7649742.html
北京昌平,河北唐山迁安,废钢,2018-6-26,http://www.56135.com/huoyuan/I7649712.html
北京昌平,河北唐山丰润,废铁,2018-6-26,http://www.56135.com/huoyuan/I7649711.html
北京朝阳,河北唐山丰南,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7649389.html
北京大兴,湖南怀化,普货,2018-6-26,http://www.56135.com/huoyuan/I7649212.html
北京房山,山西大同,重货,2018-6-26,http://www.56135.com/huoyuan/I7649210.html
北京通州,山西朔州,货,2018-6-26,http://www.56135.com/huoyuan/I7649209.html
北京顺义,湖北武汉汉南,货,2018-6-26,http://www.56135.com/huoyuan/I7649129.html
北京顺义,湖北武汉蔡甸,货,2018-6-26,http://www.56135.com/huoyuan/I7649128.html
北京顺义,河北张家口,钢材,2018-6-26,http://www.56135.com/huoyuan/I7648861.html
北京,江苏苏州,货,2018-6-26,http://www.56135.com/huoyuan/I7648833.html
北京,云南昆明,货,2018-6-26,http://www.56135.com/huoyuan/I7648831.html
北京,安徽合肥,货,2018-6-26,http://www.56135.com/huoyuan/I7648829.html
北京昌平,河北唐山滦县,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7648664.html
北京通州,湖南岳阳,货,2018-6-26,http://www.56135.com/huoyuan/I7648489.html
北京大兴,湖南怀化,货,2018-6-26,http://www.56135.com/huoyuan/I7648488.html
北京大兴,湖南怀化,货,2018-6-26,http://www.56135.com/huoyuan/I7648485.html
北京,福建福州,货,2018-6-26,http://www.56135.com/huoyuan/I7648484.html
北京,黑龙江哈尔滨,货,2018-6-26,http://www.56135.com/huoyuan/I7648140.html
北京顺义,山东威海荣成,木托盘,2018-6-26,http://www.56135.com/huoyuan/I7648105.html
北京西城,内蒙古呼和浩特,玉米,2018-6-26,http://www.56135.com/huoyuan/I7647869.html
北京顺义,天津南开,手机,2018-6-26,http://www.56135.com/huoyuan/I7636913.html
北京,广东东莞,冻品,2018-6-26,http://www.56135.com/huoyuan/I7647510.html
北京,上海,货,2018-6-26,http://www.56135.com/huoyuan/I7647508.html
北京,广东珠海,货,2018-6-26,http://www.56135.com/huoyuan/I7647506.html
北京,山东临沂,货,2018-6-26,http://www.56135.com/huoyuan/I7647123.html
北京密云,河北承德,None,2018-6-26,http://www.56135.com/huoyuan/I7646860.html
北京密云,河北廊坊文安,None,2018-6-26,http://www.56135.com/huoyuan/I7646859.html
北京,内蒙古赤峰宁城,None,2018-6-26,http://www.56135.com/huoyuan/I7646852.html
北京通州,内蒙古赤峰,None,2018-6-26,http://www.56135.com/huoyuan/I7646851.html
北京,内蒙古赤峰,None,2018-6-26,http://www.56135.com/huoyuan/I7646850.html
北京昌平,河北唐山曹妃甸,压块,2018-6-26,http://www.56135.com/huoyuan/I7646474.html
北京通州,天津宁河,None,2018-6-26,http://www.56135.com/huoyuan/I7646460.html
北京通州,天津宁河,None,2018-6-26,http://www.56135.com/huoyuan/I7646427.html
北京平谷,河南洛阳宜阳,散装玉米,2018-6-26,http://www.56135.com/huoyuan/I7646024.html
北京平谷,河南周口淮阳,散装玉米,2018-6-26,http://www.56135.com/huoyuan/I7646022.html
北京通州,河北唐山,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7645515.html
北京平谷,河北秦皇岛青龙,飘货,2018-6-26,http://www.56135.com/huoyuan/I7645512.html
北京顺义,河北唐山丰润,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7645392.html
北京大兴,河北秦皇岛昌黎,废铁,2018-6-26,http://www.56135.com/huoyuan/I7645120.html
北京昌平,河北唐山迁安,剪切料,2018-6-26,http://www.56135.com/huoyuan/I7645119.html
北京,内蒙古赤峰,冻货,2018-6-26,http://www.56135.com/huoyuan/I7694185.html
北京,陕西西安,None,2018-6-26,http://www.56135.com/huoyuan/I7694174.html
北京,四川成都,None,2018-6-26,http://www.56135.com/huoyuan/I7694173.html
北京,山东青岛,货,2018-6-26,http://www.56135.com/huoyuan/I7694129.html
北京,河北,货,2018-6-26,http://www.56135.com/huoyuan/I7694070.html
北京,辽宁锦州,普货,2018-6-26,http://www.56135.com/huoyuan/I7694065.html
北京,广东东莞虎门,普货,2018-6-26,http://www.56135.com/huoyuan/I7694040.html
北京,甘肃兰州,普货,2018-6-26,http://www.56135.com/huoyuan/I7694039.html
北京,贵州贵阳,普货,2018-6-26,http://www.56135.com/huoyuan/I7694038.html
北京,新疆乌鲁木齐,普货,2018-6-26,http://www.56135.com/huoyuan/I7694036.html
北京,四川成都,普货,2018-6-26,http://www.56135.com/huoyuan/I7694007.html
北京,河南郑州,普货,2018-6-26,http://www.56135.com/huoyuan/I7694002.html
北京,黑龙江哈尔滨,普货,2018-6-26,http://www.56135.com/huoyuan/I7694000.html
北京,四川成都,普货,2018-6-26,http://www.56135.com/huoyuan/I7693998.html
北京,贵州贵阳,普货,2018-6-26,http://www.56135.com/huoyuan/I7693995.html
北京,广西南宁,普货,2018-6-26,http://www.56135.com/huoyuan/I7693994.html
北京昌平,河南洛阳,27-28吨,2018-6-27,http://www.56135.com/huoyuan/I7689393.html
北京,湖北武汉东西湖,None,2018-6-27,http://www.56135.com/huoyuan/I7689390.html
北京通州,河北唐山,None,2018-6-27,http://www.56135.com/huoyuan/I7689235.html
北京怀柔,北京朝阳,货,2018-6-27,http://www.56135.com/huoyuan/I7688947.html
北京房山,河北唐山,货,2018-6-27,http://www.56135.com/huoyuan/I7688927.html
北京,陕西西安,冻品,2018-6-27,http://www.56135.com/huoyuan/I7688794.html
北京,浙江杭州,冻品,2018-6-27,http://www.56135.com/huoyuan/I7688752.html
北京,上海,冻品,2018-6-27,http://www.56135.com/huoyuan/I7688751.html
北京怀柔,宁夏石嘴山平罗,设备,2018-6-27,http://www.56135.com/huoyuan/I7688750.html
北京怀柔,宁夏石嘴山大武口,设备,2018-6-27,http://www.56135.com/huoyuan/I7688749.html
北京,江苏苏州昆山,货,2018-6-27,http://www.56135.com/huoyuan/I7688662.html
北京,山西太原,货,2018-6-27,http://www.56135.com/huoyuan/I7688153.html
北京,河北石家庄,货,2018-6-27,http://www.56135.com/huoyuan/I7688142.html
北京,河南平顶山,None,2018-6-27,http://www.56135.com/huoyuan/I7687927.html
北京大兴,青海海西乌兰,None,2018-6-27,http://www.56135.com/huoyuan/I7687926.html
北京大兴,内蒙古鄂尔多斯东胜,None,2018-6-27,http://www.56135.com/huoyuan/I7687925.html
北京,山西大同天镇,None,2018-6-27,http://www.56135.com/huoyuan/I7687889.html
北京,山西忻州宁武,None,2018-6-27,http://www.56135.com/huoyuan/I7687887.html
北京,山西吕梁岚县,None,2018-6-27,http://www.56135.com/huoyuan/I7687886.html
北京,山西吕梁兴县,None,2018-6-27,http://www.56135.com/huoyuan/I7687885.html
北京,山西大同灵丘,None,2018-6-27,http://www.56135.com/huoyuan/I7687884.html
北京,山西朔州,None,2018-6-27,http://www.56135.com/huoyuan/I7687883.html
北京,山西朔州怀仁,None,2018-6-27,http://www.56135.com/huoyuan/I7687882.html
北京,山西吕梁,None,2018-6-27,http://www.56135.com/huoyuan/I7687881.html
北京,湖南长沙,设备,2018-6-27,http://www.56135.com/huoyuan/I7687857.html
北京,上海,货,2018-6-27,http://www.56135.com/huoyuan/I7687855.html
北京,四川成都,货,2018-6-27,http://www.56135.com/huoyuan/I7687472.html
北京,福建泉州,普货,2018-6-27,http://www.56135.com/huoyuan/I7687426.html
北京,河北石家庄,普货,2018-6-27,http://www.56135.com/huoyuan/I7687423.html
北京,四川成都,None,2018-6-27,http://www.56135.com/huoyuan/I7687296.html
北京通州,河北张家口蔚县,重货,2018-6-27,http://www.56135.com/huoyuan/I7687281.html
北京房山,山西大同,重货,2018-6-27,http://www.56135.com/huoyuan/I7687280.html
北京顺义,山西大同,泡货,2018-6-27,http://www.56135.com/huoyuan/I7687279.html
北京怀柔,山西朔州,重货,2018-6-27,http://www.56135.com/huoyuan/I7687278.html
北京怀柔,河北张家口蔚县,None,2018-6-27,http://www.56135.com/huoyuan/I7687277.html
北京怀柔,山西大同,None,2018-6-27,http://www.56135.com/huoyuan/I7687276.html
北京,山东潍坊,冻品,2018-6-27,http://www.56135.com/huoyuan/I7687162.html
北京延庆,北京顺义,None,2018-6-27,http://www.56135.com/huoyuan/I7686956.html
北京,山西太原,普货,2018-6-27,http://www.56135.com/huoyuan/I7686859.html
北京,四川成都,普货,2018-6-27,http://www.56135.com/huoyuan/I7686857.html
北京房山,河北唐山玉田,货,2018-6-27,http://www.56135.com/huoyuan/I7686800.html
北京,山西太原,冻品,2018-6-27,http://www.56135.com/huoyuan/I7686727.html
北京,上海,冻品,2018-6-27,http://www.56135.com/huoyuan/I7686725.html
北京顺义,内蒙古鄂尔多斯达拉特旗,None,2018-6-27,http://www.56135.com/huoyuan/I7686573.html
北京,上海,冻品,2018-6-27,http://www.56135.com/huoyuan/I7686571.html
北京,上海,货,2018-6-27,http://www.56135.com/huoyuan/I7686294.html
北京,广东珠海,冻品,2018-6-27,http://www.56135.com/huoyuan/I7686173.html
北京,上海,货,2018-6-27,http://www.56135.com/huoyuan/I7685852.html
北京通州,上海,普货,2018-6-27,http://www.56135.com/huoyuan/I7685780.html
北京丰台,内蒙古鄂尔多斯准格尔旗,货,2018-6-27,http://www.56135.com/huoyuan/I7685749.html
北京丰台,内蒙古乌兰察布集宁,货,2018-6-27,http://www.56135.com/huoyuan/I7685748.html
北京,江西南昌,None,2018-6-27,http://www.56135.com/huoyuan/I7685695.html
北京,四川成都,None,2018-6-27,http://www.56135.com/huoyuan/I7685694.html
北京,山东济南,货,2018-6-27,http://www.56135.com/huoyuan/I7685619.html
北京,广东广州,None,2018-6-27,http://www.56135.com/huoyuan/I7685600.html
北京,山西太原,货,2018-6-27,http://www.56135.com/huoyuan/I7685522.html
