,公司,岗位,薪资,地址,经度,纬度,URL,low,hight,mean,区域
1544,北京智敏科技发展有限公司,仓库主管,4-6千/月,北京市朝阳区北苑路170号7号楼1605,116.425955,40.004553,https://jobs.51job.com/beijing-cyq/104985509.html?s=01&t=0,4.0,6.0,5.0,朝阳区
1545,北京以岭药业有限公司,仓库主管,3-5千/月,黄村镇生物医药基地天富街17号,121.637704,38.90474,https://jobs.51job.com/beijing-dxq/75039501.html?s=01&t=0,3.0,5.0,4.0,大兴区
1547,北京万家通电讯设备有限公司,仓库主管,4-5千/月,顺义区南法信镇南卷村创发塑料厂内,116.624432,40.155984,https://jobs.51job.com/beijing-syq/70517190.html?s=01&t=0,4.0,5.0,4.5,顺义区
1548,北京盈和丰成医疗科技有限公司,物流专员,4-4.5千/月,朝阳区东四环南路365号十八空间创意园区2楼A022,116.490126,39.86114,https://jobs.51job.com/beijing-cyq/88845228.html?s=01&t=0,4.0,4.5,4.25,朝阳区
1549,北京金纪科技有限公司,仓库主管,3-4.5千/月,昌平南邵地铁附近,116.293505,40.21343,https://jobs.51job.com/beijing-cpq/105296765.html?s=01&t=0,3.0,4.5,3.75,昌平区
1551,北京新新精艺礼品有限公司,仓库专员,3-4.5千/月,北京市朝阳区东坝乡醉公坟甲5号-北京友谊仓储运输公司院内23号库,116.534528,39.960004,https://jobs.51job.com/beijing-cyq/68463952.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1552,中孚联合（北京）医疗器械有限公司,仓库主管,5-7千/月,悦秀路99号通厦公元99一单元720室,116.343637,40.05274,https://jobs.51job.com/beijing-hdq/109741102.html?s=01&t=0,5.0,7.0,6.0,海淀区
1554,北京奇妙佳儿童用品有限责任公司,仓库配发员,4.5-6千/月,西红泰庄西南物流西区15号库房,116.351082,39.81817,https://jobs.51job.com/beijing-ftq/109661013.html?s=01&t=0,4.5,6.0,5.25,丰台区
1555,铁山档案文件管理（上海）有限公司,文员,3.5-4千/月,空港物流园,116.602218,40.126375,https://jobs.51job.com/beijing-syq/97490906.html?s=01&t=0,3.5,4.0,3.75,顺义区
1557,天津鹏和海达国际贸易有限公司,物流专员,5-7千/月,北京市朝阳区东土城路13号金孔雀商务大厦A808室,116.438119,39.956638,https://jobs.51job.com/beijing-cyq/57952338.html?s=01&t=0,5.0,7.0,6.0,朝阳区
1558,北京欧文博电器有限责任公司,配货员,3.5-4千/月,北京市朝阳区酒仙桥路2号798厂院内（办公地址）,116.496547,39.990231,https://jobs.51job.com/beijing-cyq/100005456.html?s=01&t=0,3.5,4.0,3.75,朝阳区
1561,北京鑫创思特科技有限公司,跟车员,4-5千/月,上地信息路11号彩虹大厦,116.314384,40.045171,https://jobs.51job.com/beijing-hdq/106766865.html?s=01&t=0,4.0,5.0,4.5,海淀区
1562,瓜子二手车,车场管理员(北京）5078(职位编号：Guazi005078),6-8千/月,双桥聚乐汇,116.607979,39.895096,https://jobs.51job.com/beijing-cyq/105048396.html?s=01&t=0,6.0,8.0,7.0,朝阳区
1563,北京金色慧谷物业管理有限公司,仓库主管,3-6千/月,望京,116.476542,40.004074,https://jobs.51job.com/beijing-cyq/85960349.html?s=01&t=0,3.0,6.0,4.5,朝阳区
1565,北京索迪斯服务有限公司,仓库主管,4.5-6千/月,中关村海淀大街27号天使大厦,116.313701,39.988668,https://jobs.51job.com/beijing-hdq/107858388.html?s=01&t=0,4.5,6.0,5.25,海淀区
1566,北京索迪斯服务有限公司,仓库主管,4.5-6千/月,海淀区紫金数码园,116.344442,39.985492,https://jobs.51job.com/beijing-hdq/109022227.html?s=01&t=0,4.5,6.0,5.25,海淀区
1567,北京索迪斯服务有限公司,仓库主管,4.5-6千/月,中关村天使大厦,116.314099,39.988729,https://jobs.51job.com/beijing-hdq/108006505.html?s=01&t=0,4.5,6.0,5.25,海淀区
1568,北京赛尔斯数码科技有限公司,仓库主管,4.5-6千/月,中关村大街E世界A1016a,116.322423,39.987024,https://jobs.51job.com/beijing-hdq/107080656.html?s=01&t=0,4.5,6.0,5.25,海淀区
1570,北京朗视仪器有限公司,仓库主管,3-4.5千/月,园林路18号同方威视厂房,116.834436,40.367674,https://jobs.51job.com/beijing-myq/98334715.html?s=01&t=0,3.0,4.5,3.75,密云区
1571,国药控股医疗器械（北京）有限公司,仓库主管,3-4.5千/月,新风街,116.381778,39.967714,https://jobs.51job.com/beijing-xcq/73829784.html?s=01&t=0,3.0,4.5,3.75,西城区
1572,北京动力物流有限公司,提货员,4.5-6千/月,北京市丰台区下柳子188号,116.28966,39.80875,https://jobs.51job.com/beijing-ftq/92137603.html?s=01&t=0,4.5,6.0,5.25,丰台区
1573,北京动力物流有限公司,跟车员,4-6千/月,黄亦路五环金洲物流园商区52号安能物流,116.403589,39.858433,https://jobs.51job.com/beijing-dxq/92137268.html?s=01&t=0,4.0,6.0,5.0,大兴区
1574,北京动力物流有限公司,提货员,4.5-5.5千/月,北京市丰台区下柳子188号,116.28966,39.80875,https://jobs.51job.com/beijing-ftq/85618320.html?s=01&t=0,4.5,5.5,5.0,丰台区
1575,康明斯发动机（上海）贸易服务有限公司,北京仓库班组长,5-6万/年,光机电一体化产业基地科创东七街9号通港物流中心,116.556285,39.80998,https://jobs.51job.com/beijing-tzq/101542201.html?s=01&t=0,4.166666666666667,5.0,4.583333333333334,通州区
1576,康明斯发动机（上海）贸易服务有限公司,文员,6-8万/年,光机电一体化产业基地科创东七街9号通港物流中心,116.556285,39.80998,https://jobs.51job.com/beijing-tzq/104305964.html?s=01&t=0,5.0,6.666666666666667,5.833333333333334,通州区
1577,国药控股北京天星普信生物医药有限公司,仓库主管,3-4.5千/月,黄村西大街26号,116.341235,39.737248,https://jobs.51job.com/beijing-dxq/108549995.html?s=01&t=0,3.0,4.5,3.75,大兴区
1578,国药控股北京天星普信生物医药有限公司,仓库主管,4.5-6千/月,南礼士路56号,116.359681,39.918406,https://jobs.51job.com/beijing-xcq/108550438.html?s=01&t=0,4.5,6.0,5.25,西城区
1579,北京市永明创业装饰材料有限公司,仓库主管,4.5-6千/月,朝阳区十八里店,116.500881,39.840586,https://jobs.51job.com/beijing-cyq/90433852.html?s=01&t=0,4.5,6.0,5.25,朝阳区
1580,北京双旗世纪科技有限公司,仓库主管,3-4.5千/月,北京市西城区裕民路2号圆山大酒店附楼,116.39675,39.979142,https://jobs.51job.com/beijing-cpq/44481737.html?s=01&t=0,3.0,4.5,3.75,昌平区
1581,北京建朝物流有限公司,物流调度(职位编号：003),3-4.5千/月,大兴安定,116.505916,39.623819,https://jobs.51job.com/beijing-dxq/106648731.html?s=01&t=0,3.0,4.5,3.75,大兴区
1584,北京康仁堂药业有限公司,生产调度专员,4.5-6千/月,牛栏山工业区牛汇街5号,116.640608,40.229272,https://jobs.51job.com/beijing-syq/102384655.html?s=01&t=0,4.5,6.0,5.25,顺义区
1585,雪伦投资（北京）有限公司,仓库主管,4.5-6千/月,密云经济开发区水源路17号,116.81939,40.362981,https://jobs.51job.com/beijing-myq/93470641.html?s=01&t=0,4.5,6.0,5.25,密云区
1586,雪伦投资（北京）有限公司,仓库主管,2.8-4千/月,北京市朝阳区东三环中路9号富尔大厦2308室,116.467507,39.920678,https://jobs.51job.com/beijing-myq/63999365.html?s=01&t=0,2.8,4.0,3.4,密云区
1587,北京行丰银拓科技有限公司,入库专员,3-4.5千/月,新宫中福丽宫品牌基地6号楼109室,116.363616,39.816125,https://jobs.51job.com/beijing-ftq/103568603.html?s=01&t=0,3.0,4.5,3.75,丰台区
1588,北京行丰银拓科技有限公司,理货员,3.5-4.5千/月,新宫中福丽宫品牌基地6号楼109室,116.363616,39.816125,https://jobs.51job.com/beijing-ftq/86286657.html?s=01&t=0,3.5,4.5,4.0,丰台区
1593,北京市阜昌典当行有限责任公司,内勤,3-4.5千/月,北礼士路149号,116.359853,39.932186,https://jobs.51job.com/beijing-xcq/82552550.html?s=01&t=0,3.0,4.5,3.75,西城区
1594,小黄狗环保科技有限公司,仓库主管,4-6千/月,永安里16号CBD国际大厦1602,116.458594,39.910374,https://jobs.51job.com/beijing-cyq/105493667.html?s=01&t=0,4.0,6.0,5.0,朝阳区
1595,小黄狗环保科技有限公司,调度专员,4-6千/月,永安里16号CBD国际大厦1602,116.458594,39.910374,https://jobs.51job.com/beijing-cyq/105493249.html?s=01&t=0,4.0,6.0,5.0,朝阳区
1597,北京东方晓鸣珠宝有限公司,商品管理员,6-8千/月,朝阳区建外soho西区16号楼803,116.459586,39.911282,https://jobs.51job.com/beijing-cyq/99866587.html?s=01&t=0,6.0,8.0,7.0,朝阳区
1598,北京博创金科科技有限责任公司,仓库主管,3.5-4.8千/月,开拓路7号先锋大厦,116.311678,40.047269,https://jobs.51job.com/beijing-hdq/102633744.html?s=01&t=0,3.5,4.8,4.15,海淀区
1599,北京博创金科科技有限责任公司,仓库主管,3.6-6千/月,开拓路7号先锋大厦,116.311678,40.047269,https://jobs.51job.com/beijing-hdq/98339502.html?s=01&t=0,3.6,6.0,4.8,海淀区
1600,北京博创金科科技有限责任公司,IC库存管理员,3.5-5千/月,开拓路7号先锋大厦,116.311678,40.047269,https://jobs.51job.com/beijing-hdq/106982971.html?s=01&t=0,3.5,5.0,4.25,海淀区
1601,北京华鑫安盾商贸有限公司,搬运工,3-4.5千/月,北京海淀温泉镇,116.187175,40.054945,https://jobs.51job.com/beijing-hdq/80173053.html?s=01&t=0,3.0,4.5,3.75,海淀区
1602,北京华鑫安盾商贸有限公司,仓库主管,3-4.5千/月,北京海淀温泉镇,116.187175,40.054945,https://jobs.51job.com/beijing-hdq/80172223.html?s=01&t=0,3.0,4.5,3.75,海淀区
1603,北京双城博发科技有限公司,打包员,3-4千/月,张家湾上店村479号,116.727443,39.862848,https://jobs.51job.com/beijing-tzq/92909624.html?s=01&t=0,3.0,4.0,3.5,通州区
1604,北京双城博发科技有限公司,仓库主管,3.5-5千/月,定福庄园艺场E58,116.571515,39.940358,https://jobs.51job.com/beijing-cyq/92909362.html?s=01&t=0,3.5,5.0,4.25,朝阳区
1606,国药控股北京天星普信生物医药有限公司,仓库主管,3-4.5千/月,首都医科大学附属康复医院,116.202922,39.950754,https://jobs.51job.com/beijing-sjsq/108730041.html?s=01&t=0,3.0,4.5,3.75,石景山区
1608,北京长久物流股份有限公司,仓储专员,4.5-6千/月,亚运村二手车交易市场,116.422542,40.102979,https://jobs.51job.com/beijing-cpq/108542878.html?s=01&t=0,4.5,6.0,5.25,昌平区
1613,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,东四南大街本司胡同31号,116.427872,39.926016,https://jobs.51job.com/beijing-dcq/109424834.html?s=01&t=0,3.0,6.0,4.5,东城区
1614,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/109395702.html?s=01&t=0,3.0,6.0,4.5,东城区
1615,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,东四南大街本司胡同31号,116.427872,39.926016,https://jobs.51job.com/beijing-dcq/109094556.html?s=01&t=0,3.0,6.0,4.5,东城区
1616,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,东四南大街本司胡同31号,116.427872,39.926016,https://jobs.51job.com/beijing-dcq/109032069.html?s=01&t=0,3.0,6.0,4.5,东城区
1617,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/106435214.html?s=01&t=0,3.0,6.0,4.5,东城区
1618,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/106332584.html?s=01&t=0,3.0,6.0,4.5,东城区
1619,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/106115932.html?s=01&t=0,3.0,6.0,4.5,东城区
1620,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105987513.html?s=01&t=0,3.0,6.0,4.5,东城区
1621,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105923604.html?s=01&t=0,3.0,6.0,4.5,东城区
1622,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105675936.html?s=01&t=0,3.0,6.0,4.5,东城区
1623,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105610911.html?s=01&t=0,3.0,6.0,4.5,东城区
1624,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105600974.html?s=01&t=0,3.0,6.0,4.5,东城区
1625,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105221252.html?s=01&t=0,3.0,6.0,4.5,东城区
1626,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105160724.html?s=01&t=0,3.0,6.0,4.5,东城区
1627,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105094140.html?s=01&t=0,3.0,6.0,4.5,东城区
1628,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/105043628.html?s=01&t=0,3.0,6.0,4.5,东城区
1629,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/104899902.html?s=01&t=0,3.0,6.0,4.5,东城区
1630,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/104359298.html?s=01&t=0,3.0,6.0,4.5,东城区
1631,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/104274106.html?s=01&t=0,3.0,6.0,4.5,东城区
1632,北京鼎月嘉龙科技贸易有限公司,库房助理,3-6千/月,北京市崇文区龙潭湖左安溪园2-3,116.44525,39.881519,https://jobs.51job.com/beijing-dcq/104144333.html?s=01&t=0,3.0,6.0,4.5,东城区
1633,北京诚聚百膳投资管理有限公司,仓库主管,3-4.5千/月,西环南路嘉捷企业汇26号院5号楼,116.54727,39.77186,https://jobs.51job.com/beijing-dxq/101993949.html?s=01&t=0,3.0,4.5,3.75,大兴区
1635,北京科园信海医药经营有限公司,保管员,3-4.5千/月,北京市丰台区南四环西路186号四区汉威国际广场1号楼,116.302183,39.827064,https://jobs.51job.com/beijing-ftq/95013489.html?s=01&t=0,3.0,4.5,3.75,丰台区
1636,北京中海盈石油设备工程技术有限公司,仓库主管,3-4.5千/月,博兴六路19号,116.507673,39.752202,https://jobs.51job.com/beijing-dxq/99247878.html?s=01&t=0,3.0,4.5,3.75,大兴区
1637,北京联通隆福汽车销售服务有限公司,仓库主管,3-4.5千/月,中关村东路108号,116.341007,39.97889,https://jobs.51job.com/beijing-hdq/84471537.html?s=01&t=0,3.0,4.5,3.75,海淀区
1640,益海嘉里（北京）粮油食品工业有限公司,仓库主管,4.5-6千/月,北京市大兴区黄村镇矿林路2号益海嘉里（北京）粮油食品工业有限公司,116.344334,39.710826,https://jobs.51job.com/beijing-dxq/98553915.html?s=01&t=0,4.5,6.0,5.25,大兴区
1644,北京古船食品有限公司,保管员,3-5千/月,广安门内大街316号,116.363325,39.894839,https://jobs.51job.com/beijing-xcq/104378075.html?s=01&t=0,3.0,5.0,4.0,西城区
1645,北京诚和通物流有限公司,操作员,3-4.5千/月,北京市顺义区高丽营镇金马工业区北路19号,116.590562,40.142848,https://jobs.51job.com/beijing-syq/96598818.html?s=01&t=0,3.0,4.5,3.75,顺义区
1646,北京聚智卓尔科技服务有限公司,1 动漫游戏设计零经验+双休,0.8-1万/月,丰台区万丰路29号红旗渠大厦3层,116.300415,39.895063,https://jobs.51job.com/beijing-ftq/104971742.html?s=01&t=0,8.0,10.0,9.0,丰台区
1647,北京聚智卓尔科技服务有限公司,1 游戏动漫设计/实习助理,6-8千/月,丰台区万丰路29号红旗渠大厦3层,116.300415,39.895063,https://jobs.51job.com/beijing-ftq/104937808.html?s=01&t=0,6.0,8.0,7.0,丰台区
1648,北京聚智卓尔科技服务有限公司,Unity游戏开发程序,5-8千/月,丰台区万丰路29号红旗渠大厦3层,116.300415,39.895063,https://jobs.51job.com/beijing-ftq/106540585.html?s=01&t=0,5.0,8.0,6.5,丰台区
1649,北京聚智卓尔科技服务有限公司,3D手游设计开发助理学员#,6-8千/月,丰台区万丰路29号红旗渠大厦3层,116.300415,39.895063,https://jobs.51job.com/beijing-ftq/105446781.html?s=01&t=0,6.0,8.0,7.0,丰台区
1650,北京傅瑞物流有限公司,总调度,4.5-6千/月,北京市通州区张家湾镇张凤路88号（张家湾钢材交易市场）,116.720336,39.863951,https://jobs.51job.com/beijing-tzq/66306758.html?s=01&t=0,4.5,6.0,5.25,通州区
1652,达柯思（北京）贸易有限公司,仓库主管,4-6千/月,东长安街1号东方广场地铁层BB15号(近王府井),116.418918,39.915257,https://jobs.51job.com/beijing-dcq/109102930.html?s=01&t=0,4.0,6.0,5.0,东城区
1654,北京隆兴虹承环保工程有限公司,装卸工,3-4.5千/月,金榆路10号高安屯国家电网充换电站对面,116.632154,39.956194,https://jobs.51job.com/beijing-cyq/108943057.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1655,北京前景神州数码科技有限公司,仓库主管,4.5-5千/月,中关村南二街7号1000室（航星公司院内）,116.329252,39.989142,https://jobs.51job.com/beijing-hdq/91984448.html?s=01&t=0,4.5,5.0,4.75,海淀区
1656,北京旺仁商贸有限责任公司,库工,3-4.5千/月,北京市丰台区马家堡东路106号自然新天地写字楼A座506室,116.394188,39.847603,https://jobs.51job.com/beijing-dxq/53213673.html?s=01&t=0,3.0,4.5,3.75,大兴区
1657,北京腾飞铭记食品销售有限公司,仓库主管,3-4.5千/月,北京市朝阳区朝阳北路常营北辰福第V中心C座601,116.606623,39.933292,https://jobs.51job.com/beijing-cyq/103833739.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1658,易点租,仓库主管,3-4.5千/月,北京市朝阳区霄云里8号服务式公寓2层2032,116.471626,39.968749,https://jobs.51job.com/beijing-cyq/103241926.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1660,JD京东商城,逆向运营管理,1-2万/月,朝林广场A座,116.512335,39.79935,https://jobs.51job.com/beijing-dxq/100550747.html?s=01&t=0,10.0,20.0,15.0,大兴区
1663,上海盒马网络科技有限公司,配送员,4-6千/月,久敬庄世界之花假日广场,116.428452,39.825879,https://jobs.51job.com/beijing-dxq/109346430.html?s=01&t=0,4.0,6.0,5.0,大兴区
1664,得嘉亚太（上海）管理有限公司,仓储经理,1-1.5万/月,北京市平谷区马坊工业区1区36号,117.014643,40.061252,https://jobs.51job.com/beijing-pgq/104324369.html?s=01&t=0,10.0,15.0,12.5,平谷区
1665,得嘉亚太（上海）管理有限公司,仓储经理,1-1.5万/月,北京市平谷区马坊工业区1区36号,117.014643,40.061252,https://jobs.51job.com/beijing-pgq/99209979.html?s=01&t=0,10.0,15.0,12.5,平谷区
1666,北京长久物流股份有限公司,物流专员,4.5-6千/月,北京市顺义区南彩镇南彩工业园2号,116.742843,40.139053,https://jobs.51job.com/beijing-syq/108399407.html?s=01&t=0,4.5,6.0,5.25,顺义区
1667,北京长久物流股份有限公司,仓储专员,6-8千/月,北京市顺义区南彩镇南彩工业园2号,116.742843,40.139053,https://jobs.51job.com/beijing-syq/107968987.html?s=01&t=0,6.0,8.0,7.0,顺义区
1670,睦邻企业管理服务（北京）有限公司,仓储经理,1.5-2万/月,南彩工业园彩祥东路6号中外运仓库,116.70274,40.145485,https://jobs.51job.com/beijing-syq/109333799.html?s=01&t=0,15.0,20.0,17.5,顺义区
1682,北京东南悦达医疗器械有限公司,仓库主管,3-4.5千/月,海淀区西三环北路厂洼路3号丹龙大厦,116.311281,39.959198,https://jobs.51job.com/beijing-hdq/70962807.html?s=01&t=0,3.0,4.5,3.75,海淀区
1683,华贸广通供应链管理（北京）股份有限公司,仓库主管,3.5-4千/月,北京市顺义区物流园八街9号院6号楼林吉大厦,116.596321,40.128049,https://jobs.51job.com/beijing-syq/109239953.html?s=01&t=0,3.5,4.0,3.75,顺义区
1684,路德吊索具（北京）有限公司,仓库主管,3-4.5千/月,金马工业园北路东侧RUD楼,116.592723,40.139692,https://jobs.51job.com/beijing-syq/103571514.html?s=01&t=0,3.0,4.5,3.75,顺义区
1685,北京赛福特饭店,资产管理员,3-4.5千/月,朝阳区和平街西苑2号,116.423111,39.972198,https://jobs.51job.com/beijing-cyq/104282524.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1686,北京秦长城新型建材有限公司,仓库主管,4.5-6千/月,姚家园路平房村南京城梨园西门,116.551627,39.939904,https://jobs.51job.com/beijing-cyq/105052458.html?s=01&t=0,4.5,6.0,5.25,朝阳区
1687,北京光华耐特科技有限公司,仓库主管,4.5-6千/月,西三环北路21号久凌大厦,116.315557,39.958945,https://jobs.51job.com/beijing-hdq/99380050.html?s=01&t=0,4.5,6.0,5.25,海淀区
1689,睦邻企业管理服务（北京）有限公司,调度员,5-7千/月,南彩工业园彩祥东路6号中外运仓库,116.70274,40.145485,https://jobs.51job.com/beijing-syq/108787404.html?s=01&t=0,5.0,7.0,6.0,顺义区
1690,睦邻企业管理服务（北京）有限公司,仓储经理,0.8-1万/月,南彩工业园彩祥东路6号中外运仓库,116.70274,40.145485,https://jobs.51job.com/beijing-syq/109014153.html?s=01&t=0,8.0,10.0,9.0,顺义区
1691,美菜网,仓储经理,1-2万/月,北京市朝阳安贞路安贞西里五区1号楼新华金融大厦3层,116.407192,39.978587,https://jobs.51job.com/beijing-cyq/107321477.html?s=01&t=0,10.0,20.0,15.0,朝阳区
1693,北京索德电气工业有限公司,仓库主管,3-5千/月,兴盛街9号,116.36549,39.916897,https://jobs.51job.com/beijing-dxq/101328221.html?s=01&t=0,3.0,5.0,4.0,大兴区
1695,上海盒马网络科技有限公司,理货员,3-5千/月,顺义居然之家,116.648836,40.128457,https://jobs.51job.com/beijing-syq/109222075.html?s=01&t=0,3.0,5.0,4.0,顺义区
1696,华润双鹤药业股份有限公司-营销管理中心,订单管理,4-6千/月,双桥东路2号,116.616219,39.893729,https://jobs.51job.com/beijing-cyq/108281374.html?s=01&t=0,4.0,6.0,5.0,朝阳区
1697,夏晖物流（北京）有限公司,仓库主管,4.5-6千/月,北京市亦庄经济技术开发区兴盛街6号,116.523434,39.798127,https://jobs.51job.com/beijing-dxq/102200266.html?s=01&t=0,4.5,6.0,5.25,大兴区
1698,罗森伯格技术（昆山）有限公司,仓库主管,0.9-1.2万/月,天竺空港工业区B区安祥街3号,116.559091,40.098854,https://jobs.51job.com/beijing-syq/102306703.html?s=01&t=0,9.0,12.0,10.5,顺义区
1699,德邦快递,德邦海淀区域招储备干部-文职储备岗,4-6千/月,巨山路,116.235065,39.956598,https://jobs.51job.com/beijing-hdq/109216358.html?s=01&t=0,4.0,6.0,5.0,海淀区
1701,北京天天亮工贸有限公司,库房人员,4-6千/月,东三环南路甲52号顺迈金钻国际商务中心D层D02,116.46874,39.893487,https://jobs.51job.com/beijing-cyq/77296121.html?s=01&t=0,4.0,6.0,5.0,朝阳区
1702,北京一路捞互联网科技有限公司,仓库主管,3-4.5千/月,石龙工业区永安路4号,116.12131,39.901891,https://jobs.51job.com/beijing-mtgq/102011619.html?s=01&t=0,3.0,4.5,3.75,门头沟区
1703,北京维兴商贸有限公司,产品管理员,5-6千/月,建国门内大街18号恒基中心,116.434771,39.913034,https://jobs.51job.com/beijing-cyq/109233977.html?s=01&t=0,5.0,6.0,5.5,朝阳区
1704,北京维兴商贸有限公司,仓库主管,5-6千/月,建国门内大街18号恒基中心,116.434771,39.913034,https://jobs.51job.com/beijing-cyq/109229756.html?s=01&t=0,5.0,6.0,5.5,朝阳区
1705,北京荣瑞世纪科技有限公司,仓库主管,3-4.5千/月,北京市海淀区永丰产业基地丰贤中路7号院1号楼三层,116.250328,40.073285,https://jobs.51job.com/beijing-hdq/90752606.html?s=01&t=0,3.0,4.5,3.75,海淀区
1706,北京美隆康润科贸有限公司,仓库主管,7-9万/年,永安里,116.457089,39.914223,https://jobs.51job.com/beijing-cyq/108841375.html?s=01&t=0,5.833333333333333,7.5,6.666666666666666,朝阳区
1707,北京二商东方食品集团有限公司,装卸工,4.2-6千/月,南三环西路85号,116.347239,39.856606,https://jobs.51job.com/beijing-ftq/104612111.html?s=01&t=0,4.2,6.0,5.1,丰台区
1708,北京科园信海医药经营有限公司,配送员,4-7千/月,北京市丰台区南四环西路186号四区汉威国际广场1号楼,116.302183,39.827064,https://jobs.51job.com/beijing-ftq/108029065.html?s=01&t=0,4.0,7.0,5.5,丰台区
1709,北京科园信海医药经营有限公司,设备管理员,3.5-4.5千/月,天竺综合保税区,116.573555,40.087153,https://jobs.51job.com/beijing-syq/101311038.html?s=01&t=0,3.5,4.5,4.0,顺义区
1712,上海环东供应链有限公司,搬运工,4-6.5千/月,黑庄户乡万通路8号（中谊物流院）,116.602607,39.85907,https://jobs.51job.com/beijing-cyq/106235837.html?s=01&t=0,4.0,6.5,5.25,朝阳区
1713,上海环东供应链有限公司,搬运工,4-6.5千/月,黑庄户乡万通路8号（中谊物流院）,116.602607,39.85907,https://jobs.51job.com/beijing-cyq/101546243.html?s=01&t=0,4.0,6.5,5.25,朝阳区
1714,北京机电院机床有限公司,物流主管,3-4.5千/月,顺义区顺西南路10号,116.647508,40.122666,https://jobs.51job.com/beijing-syq/108564872.html?s=01&t=0,3.0,4.5,3.75,顺义区
1715,北京机电院机床有限公司,物流主管,3-4千/月,顺义区顺西南路10号,116.647508,40.122666,https://jobs.51job.com/beijing-syq/107324125.html?s=01&t=0,3.0,4.0,3.5,顺义区
1716,北京美隆康润科贸有限公司,仓库主管,3-4.5千/月,永安里,116.457089,39.914223,https://jobs.51job.com/beijing-cyq/106710232.html?s=01&t=0,3.0,4.5,3.75,朝阳区
1717,北京美隆康润科贸有限公司,仓库主管,7-9万/年,永安里,116.457089,39.914223,https://jobs.51job.com/beijing-cyq/106709988.html?s=01&t=0,5.833333333333333,7.5,6.666666666666666,朝阳区
1721,北京三重华星电子科技有限公司,仓库主管,3-5千/月,昌平科技园超前路37号4号楼二层,116.263242,40.210463,https://jobs.51job.com/beijing-cpq/74391736.html?s=01&t=0,3.0,5.0,4.0,昌平区
1722,北京瑞联网络科技有限公司,仓库主管,4.5-6千/月,苏州街,116.312768,39.981704,https://jobs.51job.com/beijing-hdq/96927638.html?s=01&t=0,4.5,6.0,5.25,海淀区
1723,北京瑞联网络科技有限公司,仓库主管,4.5-6千/月,万柳,116.305662,39.972746,https://jobs.51job.com/beijing-hdq/96896261.html?s=01&t=0,4.5,6.0,5.25,海淀区
