,公司,岗位,薪资,地址,经度,纬度,URL,low,hight,mean,区域
1,北京神鹰国际货运有限公司,叉车工,3.5-6千/月,天竺综合保税区,116.57407,40.087475,https://jobs.51job.com/beijing-syq/90274035.html?s=01&t=0,3.5,6.0,4.75,顺义区
3,北京安安酒店管理有限公司,急招快递员10000包食宿,0.8-1万/月,北京丰台区,116.292404,39.864938,https://jobs.51job.com/beijing-ftq/109892209.html?s=01&t=0,8.0,10.0,9.0,丰台区
4,顺峰饮食酒店管理股份有限公司,仓库主管,3.5-3.8千/月,朝阳区,116.449562,39.926373,https://jobs.51job.com/beijing-cyq/79544532.html?s=01&t=0,3.5,3.8,3.65,朝阳区
6,北京康仁堂药业有限公司,仓库主管,4-5千/月,牛栏山工业区牛汇街5号,116.640608,40.229272,https://jobs.51job.com/beijing-syq/109910457.html?s=01&t=0,4.0,5.0,4.5,顺义区
7,北京天开创新技术有限公司,仓库主管,4.5-6千/月,北京市海淀区上地信息路1号国际创业园2号楼2004,116.312709,40.052638,https://jobs.51job.com/beijing-hdq/109902025.html?s=01&t=0,4.5,6.0,5.25,海淀区
8,北京大华无线电仪器有限责任公司,仓库主管,0.8-1.2万/月,安宁庄东路18号光华创业园,116.338531,40.048657,https://jobs.51job.com/beijing-hdq/109476772.html?s=01&t=0,8.0,12.0,10.0,海淀区
11,北京罗斯德尔过滤器有限公司,仓库主管,4.5-6.5千/月,亦庄经济开发区东区科创二街4号,116.537518,39.822137,https://jobs.51job.com/beijing-dxq/109036472.html?s=01&t=0,4.5,6.5,5.5,大兴区
13,北京维兴商贸有限公司,后勤,5-6.5千/月,建国门内大街18号恒基中心,116.434771,39.913034,https://jobs.51job.com/beijing-cyq/107453691.html?s=01&t=0,5.0,6.5,5.75,朝阳区
14,北京格林丰业医疗器械有限公司,仓库主管,4.5-6千/月,北京市朝阳区管庄路1号燕京药业科研楼东侧铁门4楼,116.597559,39.925107,https://jobs.51job.com/beijing-cyq/103379198.html?s=01&t=0,4.5,6.0,5.25,朝阳区
16,北京瑞驰合众汽车租赁服务股份有限公司,仓库主管,4.5-6千/月,学院南路,116.329964,39.96255,https://jobs.51job.com/beijing-hdq/79736743.html?s=01&t=0,4.5,6.0,5.25,海淀区
17,原滋味（北京）食品有限公司,物流专员,4.5-6千/月,双井桥南 顺迈金钻国际商务中心6层6E,116.468897,39.893058,https://jobs.51job.com/beijing-cyq/109890934.html?s=01&t=0,4.5,6.0,5.25,朝阳区
18,上海蒸皓电子科技有限公司,仓库主管,4.5-6千/月,北京-朝阳区,116.44974,39.926391,https://jobs.51job.com/beijing-cyq/109882431.html?s=01&t=0,4.5,6.0,5.25,朝阳区
19,北京空港北光仪表有限公司,仓库主管,4-6千/月,空港工业区A区天柱西路甲7号,116.552811,39.941933,https://jobs.51job.com/beijing-syq/109881524.html?s=01&t=0,4.0,6.0,5.0,顺义区
21,北京格非视频科技发展有限公司,仓库主管,3-4.5千/月,北清路164号,116.178214,40.073984,https://jobs.51job.com/beijing-hdq/109877838.html?s=01&t=0,3.0,4.5,3.75,海淀区
23,北京航天常兴科技发展股份有限公司,仓库主管,3-4.5千/月,大兴区工业开发区金星路30号,116.357456,39.765158,https://jobs.51job.com/beijing-dxq/109869012.html?s=01&t=0,3.0,4.5,3.75,大兴区
24,国邦清洁设备有限公司,仓库主管,6-8千/月,下柳子188号A6区,116.286176,39.810693,https://jobs.51job.com/beijing-ftq/109740546.html?s=01&t=0,6.0,8.0,7.0,丰台区
27,北京久鼎盛世科技有限公司,保管员,5-6千/月,科创七街与经海四路交叉口,116.550195,39.806887,https://jobs.51job.com/beijing-dxq/109418776.html?s=01&t=0,5.0,6.0,5.5,大兴区
28,北京天创雨林科技有限公司,仓库主管,4-8千/月,金星西路6号兴创大厦,116.337082,39.7684,https://jobs.51job.com/beijing-dxq/109340938.html?s=01&t=0,4.0,8.0,6.0,大兴区
29,北京航天润普科技发展有限公司,仓库主管,4.5-6千/月,回龙观金域国际中心B座1403室,116.320585,40.072716,https://jobs.51job.com/beijing-cpq/108600796.html?s=01&t=0,4.5,6.0,5.25,昌平区
30,普迈德（北京）科技有限公司,仓库主管,4-6千/月,北京市昌平区马池口镇昌流路738号,116.110611,40.185314,https://jobs.51job.com/beijing-cpq/107634663.html?s=01&t=0,4.0,6.0,5.0,昌平区
32,菲拉格慕时装贸易（上海）有限公司,仓库主管,4.5-6千/月,北京西城区金城坊街2号 金融街购物中心一层L127-L129店铺,116.368456,39.921012,https://jobs.51job.com/beijing-xcq/104292169.html?s=01&t=0,4.5,6.0,5.25,西城区
33,上海畅联国际物流股份有限公司北京分公司,仓库专员,6-8万/年,马驹桥,116.567263,39.754863,https://jobs.51job.com/beijing-tzq/103609318.html?s=01&t=0,5.0,6.666666666666667,5.833333333333334,通州区
34,尊贵视力瑷维（北京）科技有限公司,文员,4-5千/月,北京市朝阳区三丰北里悠唐国际B座8层,116.446983,39.927204,https://jobs.51job.com/beijing-cyq/99412058.html?s=01&t=0,4.0,5.0,4.5,朝阳区
35,北京众诚创展商贸有限公司,仓库主管,4.5-6千/月,北京市西城区南滨河路甲25号金工宏洋大厦,116.355014,39.888073,https://jobs.51job.com/beijing-xcq/81631687.html?s=01&t=0,4.5,6.0,5.25,西城区
36,北京美科艺数码科技发展有限公司,仓库主管,2-3.5千/月,北京海淀区花园东路11号泰兴大厦128室,116.375991,39.986409,https://jobs.51job.com/beijing-hdq/43115332.html?s=01&t=0,2.0,3.5,2.75,海淀区
39,中租（天津）股份有限公司,仓库主管,4.5-6千/月,黄村生物医药基地绿地启航国际3号楼602室,116.167924,39.761306,https://jobs.51job.com/beijing-dxq/106588492.html?s=01&t=0,4.5,6.0,5.25,大兴区
40,北京世纪康瑞医院管理有限公司,资产管理员,4.5-6千/月,北京朝阳中西医结合急诊抢救中心,116.484456,39.871858,https://jobs.51job.com/beijing-cyq/101179898.html?s=01&t=0,4.5,6.0,5.25,朝阳区
41,北京星光莱特电子有限公司,仓库主管,3.5-5千/月,大兴区金盛大街与兴亦路交叉口东南角星光工业园南区（南中州路五联环环岛附近）,116.425562,39.745964,https://jobs.51job.com/beijing-dxq/105462235.html?s=01&t=0,3.5,5.0,4.25,大兴区
42,北京志锐博创科技有限公司,配送员,0.8-1万/月,北京朝阳区双井北菜园,116.469461,39.903388,https://jobs.51job.com/beijing-cyq/108226405.html?s=01&t=0,8.0,10.0,9.0,朝阳区
43,新希望六和股份有限公司,仓库主管,4-5千/月,望京街10号望京SOHO中心T3，A座11层,116.48729,40.001916,https://jobs.51job.com/beijing-cyq/109279829.html?s=01&t=0,4.0,5.0,4.5,朝阳区
44,北京沃千里贸易有限公司,文员,4.5-6千/月,新发地名酒城北43号库,116.245855,40.231068,https://jobs.51job.com/beijing-ftq/106768579.html?s=01&t=0,4.5,6.0,5.25,丰台区
45,北京惠丰佳业汽车销售有限公司,仓库主管,4-5千/月,金盏乡金港南路8号（商务汽车）,116.576221,40.019217,https://jobs.51job.com/beijing-cyq/106648566.html?s=01&t=0,4.0,5.0,4.5,朝阳区
46,广东橙家科技有限公司,仓库主管,4-5千/月,北京市通州联盟陶瓷仓储总部基地,116.745897,39.682949,https://jobs.51job.com/beijing-tzq/109057461.html?s=01&t=0,4.0,5.0,4.5,通州区
47,中信外包服务集团有限公司北京分公司,物资交接员,4-6千/月,七里庄,116.300553,39.873015,https://jobs.51job.com/beijing-ftq/107750600.html?s=01&t=0,4.0,6.0,5.0,丰台区
53,北京东华盛商贸有限责任公司,库工,3-4.5千/月,北三环西路甲18号中坤广场E座601,116.349994,39.971412,https://jobs.51job.com/beijing-hdq/105004768.html?s=01&t=0,3.0,4.5,3.75,海淀区
54,北京京诚跃汽车销售服务有限公司,仓库主管,4.5-6千/月,北京市大兴区黄村镇海鑫北路9号京南汽车园吉利4S店,116.420083,39.723266,https://jobs.51job.com/beijing-dxq/101872152.html?s=01&t=0,4.5,6.0,5.25,大兴区
55,哈纳沃德仪器(北京)有限公司,仓库主管,6-8万/年,文化东路8号院紫晶七星广场,116.356369,40.089997,https://jobs.51job.com/beijing-cpq/109636349.html?s=01&t=0,5.0,6.666666666666667,5.833333333333334,昌平区
56,北京廿一客食品有限公司,仓库统计,3.5-4.5千/月,亦庄经济开发区兴海二街5号院,116.531386,39.783877,https://jobs.51job.com/beijing-dxq/102044877.html?s=01&t=0,3.5,4.5,4.0,大兴区
57,联强国际,仓库主管,4-6千/月,永捷北路9号永丰产业基地,116.25074,40.087873,https://jobs.51job.com/beijing-hdq/35647690.html?s=01&t=0,4.0,6.0,5.0,海淀区
58,北京奇妙佳儿童用品有限责任公司,仓库配发员,4.5-6千/月,西南物流中心南一区17号库,116.264809,39.835542,https://jobs.51job.com/beijing-ftq/109849718.html?s=01&t=0,4.5,6.0,5.25,丰台区
59,北京老舍茶馆有限公司,仓库主管,3-5千/月,北京市西城区前门西大街正阳市场3号楼,116.399456,39.90605,https://jobs.51job.com/beijing-xcq/79511655.html?s=01&t=0,3.0,5.0,4.0,西城区
61,广州居信贸易有限公司,配货员,3-4.5千/月,北京市通州区马驹桥大杜社铸造厂院内2号,116.655292,39.752778,https://jobs.51job.com/beijing-tzq/85707651.html?s=01&t=0,3.0,4.5,3.75,通州区
62,杭州锐致商务咨询有限公司,物流专员,6-8千/月,李宁中心,116.561337,39.823057,https://jobs.51job.com/beijing-tzq/109834217.html?s=01&t=0,6.0,8.0,7.0,通州区
63,宏远控股集团,质控经理-进口事业部,0.8-1.5万/月,南法信镇宏远临空总部港,116.621504,40.126253,https://jobs.51job.com/beijing-syq/108670437.html?s=01&t=0,8.0,15.0,11.5,顺义区
64,中国兵器装备集团兵器装备研究所,仓库主管,0.4-2万/月,昌平区南口镇马坊1号,116.115773,40.239108,https://jobs.51job.com/beijing-cpq/109672215.html?s=01&t=0,4.0,20.0,12.0,昌平区
66,北京和合晟科技有限公司,仓库主管,3-4.5千/月,酒仙桥乙21号佳丽饭店B35,116.495704,39.975174,https://jobs.51job.com/beijing-cyq/109772328.html?s=01&t=0,3.0,4.5,3.75,朝阳区
67,北京威尔卡自控阀门有限责任公司,质检员,2-5千/月,北京石景山区老山东里活动中心二楼 威尔卡公司,116.232857,39.915241,https://jobs.51job.com/beijing-sjsq/45676888.html?s=01&t=0,2.0,5.0,3.5,石景山区
70,重庆江小白品牌管理有限公司,仓库主管,3-4.5千/月,于家务乡聚祥四街,116.715077,39.676749,https://jobs.51job.com/beijing-tzq/97240677.html?s=01&t=0,3.0,4.5,3.75,通州区
72,上海盒马网络科技有限公司,理货员,4.5-6千/月,光华路5号世纪财富中心,116.463726,39.919515,https://jobs.51job.com/beijing-cyq/109643952.html?s=01&t=0,4.5,6.0,5.25,朝阳区
73,远洋集团-客户服务业事业部-远洋养老运营管理有限公司,资产管理员,3.5-4千/月,北京市大兴区亦庄小羊坊镇远洋天著汇,116.527543,39.828333,https://jobs.51job.com/beijing-dxq/99163455.html?s=01&t=0,3.5,4.0,3.75,大兴区
74,北京新世纪硅谷贸易有限公司,仓库主管,4.5-6千/月,北京市西城区华远北街2号楼通港大厦808室,116.379144,39.919145,https://jobs.51job.com/beijing-xcq/75264851.html?s=01&t=0,4.5,6.0,5.25,西城区
75,北京大昌联丰汽车销售服务有限公司,仓库主管,4.5-6千/月,北京市石景山区古城汽车园区,116.18982,39.920639,https://jobs.51job.com/beijing-sjsq/109729649.html?s=01&t=0,4.5,6.0,5.25,石景山区
76,天津淏信建筑工程有限公司,仓库主管,4.5-6千/月,大兴区项目部,116.433217,39.810393,https://jobs.51job.com/beijing-hdq/107907324.html?s=01&t=0,4.5,6.0,5.25,海淀区
79,绫致时装（天津）有限公司,全国货品经理,1.5-3万/月,光华路9号世贸天阶D座15层,116.459954,39.921932,https://jobs.51job.com/beijing-cyq/108933075.html?s=01&t=0,15.0,30.0,22.5,朝阳区
81,北京众合辉煌文化发展有限公司,仓库主管,5-6千/月,朝阳路67号财满街8号楼2单元1001,116.543157,39.92319,https://jobs.51job.com/beijing-cyq/109854617.html?s=01&t=0,5.0,6.0,5.5,朝阳区
82,北京金雀未来科技有限责任公司,仓库主管,4.5-6千/月,北京市海淀区苏家坨稻香湖路,116.186618,40.100177,https://jobs.51job.com/beijing-hdq/107635540.html?s=01&t=0,4.5,6.0,5.25,海淀区
83,通联支付网络服务股份有限公司北京分公司,仓库主管,4.5-6千/月,北京市大兴区经济技术开发区天骥智谷25号楼3层,116.350805,39.818968,https://jobs.51job.com/beijing-dxq/101103949.html?s=01&t=0,4.5,6.0,5.25,大兴区
84,北京飞宇星电子科技有限公司,仓库主管,4.5-6千/月,豪柏大厦,116.32004,39.945247,https://jobs.51job.com/beijing-hdq/99619588.html?s=01&t=0,4.5,6.0,5.25,海淀区
85,佳杰科技（中国）有限公司 物流中心,仓库主管,5-6.5千/月,天河北路10号百利威一分公司22号仓库,116.348081,39.697413,https://jobs.51job.com/beijing-dxq/90205484.html?s=01&t=0,5.0,6.5,5.75,大兴区
88,北京一键食达信息技术有限公司,仓库主管,4-5千/月,马驹桥镇松海垂钓园,116.665623,39.722666,https://jobs.51job.com/beijing-tzq/107154628.html?s=01&t=0,4.0,5.0,4.5,通州区
89,北京雅才博睿企业管理咨询有限公司,仓库主管,4.5-6千/月,亦庄线次渠,116.597911,39.809191,https://jobs.51job.com/beijing-dxq/108593412.html?s=01&t=0,4.5,6.0,5.25,大兴区
90,北京同心行科贸有限公司,核单员,4.8-7千/月,宣武门庄胜广场办公楼,116.381968,39.90378,https://jobs.51job.com/beijing-xcq/108112255.html?s=01&t=0,4.8,7.0,5.9,西城区
92,北京渠道科学器材有限公司,仓库主管,3-4.5千/月,北京海淀区大钟寺华杰大厦7B15室,116.347959,39.970193,https://jobs.51job.com/beijing-hdq/107249562.html?s=01&t=0,3.0,4.5,3.75,海淀区
93,保诺科技（北京）有限公司,仓库主管,3-4.4千/月,生命园路29号创新大厦E座,116.284541,40.09716,https://jobs.51job.com/beijing-cpq/108901537.html?s=01&t=0,3.0,4.4,3.7,昌平区
95,江苏正天物流有限公司,物流经理,5-8千/月,永乐店镇东河村（孔兴路）旁,116.823992,39.685087,https://jobs.51job.com/beijing-tzq/108681908.html?s=01&t=0,5.0,8.0,6.5,通州区
96,北京鑫开元医药科技有限公司,仓库主管,6-8千/月,经济技术开发区156号院8号楼,116.57084,39.785994,https://jobs.51job.com/beijing-dxq/109735635.html?s=01&t=0,6.0,8.0,7.0,大兴区
97,北京紫禁城漆业有限公司,仓库主管,4.5-6千/月,潞城镇侉子店村东,116.82954,39.861425,https://jobs.51job.com/beijing-tzq/103455680.html?s=01&t=0,4.5,6.0,5.25,通州区
98,上海展通国际物流有限公司,仓库主管,3-4.5千/月,官庄乡杨闸村京通辅路南8号院C113,116.608758,39.90674,https://jobs.51job.com/beijing-cyq/93367778.html?s=01&t=0,3.0,4.5,3.75,朝阳区
99,北京华欣物流有限公司,仓库主管,6-8千/月,南法信镇机场北街10号,116.605951,40.11727,https://jobs.51job.com/beijing-syq/109832033.html?s=01&t=0,6.0,8.0,7.0,顺义区
101,北京瑞通嘉业汽车维修服务有限公司,配件管理员,3-4.5千/月,望京桥北200米路西,116.461711,39.989153,https://jobs.51job.com/beijing-cyq/99587719.html?s=01&t=0,3.0,4.5,3.75,朝阳区
102,北京日伟国际服装有限公司,库工,3-4.5千/月,青云店镇小铺头新区6号,116.466658,39.72463,https://jobs.51job.com/beijing-dxq/98721197.html?s=01&t=0,3.0,4.5,3.75,大兴区
103,北京方生益达科技发展有限公司,备货员,4-5千/月,北京市通州区金桥科技产业基地景盛南四街11号,116.583721,39.736178,https://jobs.51job.com/beijing-tzq/108654693.html?s=01&t=0,4.0,5.0,4.5,通州区
104,上海顶实仓储有限公司,文员,4.5-6千/月,海鑫路（奇石基地东面）,116.493412,39.966311,https://jobs.51job.com/beijing-dxq/105857724.html?s=01&t=0,4.5,6.0,5.25,大兴区
106,北京天天通食品有限公司,仓库主管,3-4.5千/月,黄村镇高家堡甲1号,116.274051,39.795631,https://jobs.51job.com/beijing-dxq/93862728.html?s=01&t=0,3.0,4.5,3.75,大兴区
107,北京四季京通汽车销售服务有限公司,仓库主管,2.5-5千/月,阎村镇前沿村村委会南110米,116.105085,39.731095,https://jobs.51job.com/beijing-fsq/105185087.html?s=01&t=0,2.5,5.0,3.75,房山区
109,北京智诚合创科技有限公司,仓库主管,3-4.5千/月,北京市海淀区苏州街18号院长远天地大厦A2座1209室,116.31345,39.983237,https://jobs.51job.com/beijing-hdq/81354850.html?s=01&t=0,3.0,4.5,3.75,海淀区
110,北京幸福果科技有限公司,调度员,4-6千/月,石景山衙门口北京石景山区京原路19号院3号楼2层,116.18932,39.919224,https://jobs.51job.com/beijing-sjsq/99005800.html?s=01&t=0,4.0,6.0,5.0,石景山区
113,北京大成宏业科技有限公司,物资部主管,4.5-6千/月,康庄镇中关村延庆园风谷四路8号院20号楼,115.92733,40.375406,https://jobs.51job.com/beijing-yqq/109531696.html?s=01&t=0,4.5,6.0,5.25,延庆区
114,北京普华恒信技术服务有限公司,IT资产管理员,5-6.5千/月,三里屯路西六街甲3号院,116.257071,40.056631,https://jobs.51job.com/beijing-cyq/109233951.html?s=01&t=0,5.0,6.5,5.75,朝阳区
115,北京集智达智能科技有限责任公司,仓库主管,6-9千/月,北京市昌平区回龙观北京国际信息产业基地发展路1号院（集智达大厦）,116.311576,40.114416,https://jobs.51job.com/beijing-cpq/109251851.html?s=01&t=0,6.0,9.0,7.5,昌平区
116,后浪出版咨询（北京）有限责任公司,配货员,3-4千/月,庐城镇,116.754859,39.909326,https://jobs.51job.com/beijing-tzq/81414653.html?s=01&t=0,3.0,4.0,3.5,通州区
119,北京东来顺前门饭庄有限公司,仓库主管,4-6千/月,前门大街,116.405987,39.905898,https://jobs.51job.com/beijing-dcq/105631048.html?s=01&t=0,4.0,6.0,5.0,东城区
120,跨越速运集团有限公司,清货员,4-7千/月,北京北京市通州区马驹桥镇前堰上村东口1号,116.642714,39.774577,https://jobs.51job.com/beijing-tzq/94184738.html?s=01&t=0,4.0,7.0,5.5,通州区
121,北京源中福商贸有限公司,仓库主管,4.5-6千/月,北京市房山区新顺路库房63号院（房山阎村镇小十三里）,116.056437,39.727616,https://jobs.51job.com/beijing-fsq/100622814.html?s=01&t=0,4.5,6.0,5.25,房山区
122,北京翠林轩文化传播有限公司,仓库主管,4.5-6千/月,北京市海淀区中关村南大街2号四通桥数码大厦A座1906,116.329733,39.971902,https://jobs.51job.com/beijing-hdq/105544090.html?s=01&t=0,4.5,6.0,5.25,海淀区
126,字诚集团,仓库主管,0.8-1万/月,北京朝阳区CBD,116.458594,39.910288,https://jobs.51job.com/beijing-cyq/100944408.html?s=01&t=0,8.0,10.0,9.0,朝阳区
129,上海星家网络科技有限公司,仓库主管,4.5-6千/月,北京-西城区,116.372226,39.918149,https://jobs.51job.com/beijing-xcq/109824371.html?s=01&t=0,4.5,6.0,5.25,西城区
130,北京利源新赛化工有限公司,仓库主管,4.5-6千/月,北京市海淀区中关村南大街34号C座1906,116.331639,39.954329,https://jobs.51job.com/beijing-hdq/109818870.html?s=01&t=0,4.5,6.0,5.25,海淀区
131,北京汉德唯机电工业有限公司,仓库主管,3-4.5千/月,北京经济技术开发区兴业街2号,116.54599,39.773446,https://jobs.51job.com/beijing-dxq/108188464.html?s=01&t=0,3.0,4.5,3.75,大兴区
132,北京华联（SKP）百货有限公司,仓库主管,4-6千/月,建国路87号,116.484889,39.915476,https://jobs.51job.com/beijing-cyq/108065082.html?s=01&t=0,4.0,6.0,5.0,朝阳区
133,奇点同舟餐饮管理（北京）有限公司,仓库主管,0.8-1万/月,金马工业园,116.583835,40.140381,https://jobs.51job.com/beijing-syq/107372048.html?s=01&t=0,8.0,10.0,9.0,顺义区
134,北京万峰世纪医疗器械有限公司,物流送货人员（顺义）,4-4.5千/月,仁和镇站前东街住宅楼1号楼四门102,116.66162,40.132908,https://jobs.51job.com/beijing-syq/100540046.html?s=01&t=0,4.0,4.5,4.25,顺义区
136,普天拓鑫（北京）科贸有限公司,物流专员,3-4.5千/月,北京市昌平区北清路1号院3号楼6层2单元703,116.298745,40.10519,https://jobs.51job.com/beijing-cpq/101162366.html?s=01&t=0,3.0,4.5,3.75,昌平区
137,北京德严科技有限公司,仓库主管,4.5-6千/月,中关村科技园昌平园南邵地铁500米企业墅园区,116.244805,40.210174,https://jobs.51job.com/beijing-cpq/108689985.html?s=01&t=0,4.5,6.0,5.25,昌平区
139,北京上品优作网络科技有限公司,仓库主管,4.5-6千/月,经济技术开发区西环南路26号院30号楼B座101,116.547201,39.771938,https://jobs.51job.com/beijing-dxq/106910713.html?s=01&t=0,4.5,6.0,5.25,大兴区
140,北京酷来搏科技有限公司,内勤,5-8千/月,高里掌路1号院（翠湖科技园云中心）,116.163741,40.071295,https://jobs.51job.com/beijing-hdq/89821790.html?s=01&t=0,5.0,8.0,6.5,海淀区
142,华奥弘盛企业管理服务（北京）有限公司,顺义招聘贴标员（管住宿）,4.3-5.2千/月,南彩镇双营村企业工业园区,116.300591,39.77988,https://jobs.51job.com/beijing-syq/108653892.html?s=01&t=0,4.3,5.2,4.75,顺义区
146,北京多来点信息技术有限公司,仓库主管,6-8千/月,西城区西直门西环广场T1-22,116.358853,39.947883,https://jobs.51job.com/beijing-xcq/106121302.html?s=01&t=0,6.0,8.0,7.0,西城区
147,华润赛科药业有限责任公司,保管员,4.5-6千/月,次渠光机电产业一体化基地经海7路3号,116.563212,39.815734,https://jobs.51job.com/beijing-tzq/105833933.html?s=01&t=0,4.5,6.0,5.25,通州区
149,上海金文食品有限公司,调度员,4.5-6千/月,赵全营昌金路东陈各庄林河仪表院内,116.631758,40.219396,https://jobs.51job.com/beijing-syq/106431532.html?s=01&t=0,4.5,6.0,5.25,顺义区
151,北京老伴健康共度仪器设备有限公司,仓库主管,4-6千/月,西红门嘉悦广场5号楼,116.329335,39.792724,https://jobs.51job.com/beijing-dxq/102961612.html?s=01&t=0,4.0,6.0,5.0,大兴区
152,北京通厦投资开发集团有限公司,仓库主管,3-3.5千/月,北京市海淀区西三旗桥南300米路西侧通厦集团,116.336748,40.055272,https://jobs.51job.com/beijing-hdq/106019008.html?s=01&t=0,3.0,3.5,3.25,海淀区
154,辉士尔医药技术（苏州）有限公司,操作员,3-4千/月,南彩镇茂化工厂1号楼3-4层,116.706178,40.149167,https://jobs.51job.com/beijing-syq/101449258.html?s=01&t=0,3.0,4.0,3.5,顺义区
156,布克巴巴图书（北京）有限公司,仓库主管,2.5-4.5千/月,军民结合产业园红金龙国际企业港17号楼,116.589232,39.71099,https://jobs.51job.com/beijing-dxq/102178355.html?s=01&t=0,2.5,4.5,3.5,大兴区
157,童真美（北京）国际教育科技有限公司,仓库主管,3-4.5千/月,北京市丰台区万丰路305号,116.302547,39.879494,https://jobs.51job.com/beijing-ftq/108243674.html?s=01&t=0,3.0,4.5,3.75,丰台区
158,北京金葵家居饰品有限公司,仓库主管,3-4.5千/月,北京市顺义区高丽营镇羊房村振兴大街3号,116.526614,40.149777,https://jobs.51job.com/beijing-syq/65161873.html?s=01&t=0,3.0,4.5,3.75,顺义区
159,安得智联科技股份有限公司,运输调度,4.5-6千/月,北京市通州区张家湾镇上店村420号,116.767962,39.84747,https://jobs.51job.com/beijing-tzq/109811444.html?s=01&t=0,4.5,6.0,5.25,通州区
160,NEC-恩益禧数码应用产品贸易（上海）有限公司,仓库主管,4.5-5.5千/月,北京市朝阳区东方东路19号亮马外交办公楼D2座,116.470775,39.951507,https://jobs.51job.com/beijing-cyq/108920980.html?s=01&t=0,4.5,5.5,5.0,朝阳区
161,卖好车,仓储经理,0.8-1.5万/月,东三旗亚运村汽车交易市场,116.423625,40.09949,https://jobs.51job.com/beijing-cpq/107628281.html?s=01&t=0,8.0,15.0,11.5,昌平区
162,东莞中外运供应链管理有限公司,仓库主管,3.5-4千/月,北京市大兴区黄村镇天河北路9号百利威物流3号库,116.348583,39.69734,https://jobs.51job.com/beijing-dxq/109398224.html?s=01&t=0,3.5,4.0,3.75,大兴区
163,北京华盛福源汽车销售服务有限公司,仓库主管,4.5-6千/月,北京市朝阳区平房乡姚家园路东口甲1号,116.529942,39.945979,https://jobs.51job.com/beijing-cyq/101780923.html?s=01&t=0,4.5,6.0,5.25,朝阳区
164,敦豪物流（北京）有限公司,仓库主管,6-8千/月,马驹桥招商物流院内,116.584092,39.765653,https://jobs.51job.com/beijing-tzq/108657977.html?s=01&t=0,6.0,8.0,7.0,通州区
167,华夏董氏兄弟商贸（集团）有限责任公司,仓库主管,4.5-8千/月,隆福寺大街,116.420806,39.931584,https://jobs.51job.com/beijing-dcq/108199749.html?s=01&t=0,4.5,8.0,6.25,东城区
168,北京和凌雷克萨斯汽车销售服务有限公司,配件管理员,4-6千/月,北京市朝阳区平房乡石各庄路89号,116.570691,39.947371,https://jobs.51job.com/beijing-cyq/105217045.html?s=01&t=0,4.0,6.0,5.0,朝阳区
171,北京快舒尔医疗技术有限公司,仓库主管,4.5-6千/月,亦庄经济技术开发区科创十四街中通泰科技园,116.571808,39.783563,https://jobs.51job.com/beijing-dxq/109726071.html?s=01&t=0,4.5,6.0,5.25,大兴区
172,地太科特电子制造（北京）有限公司,操作员,4-6千/月,北京市亦庄经济技术开发区凉水河2街大族企业湾9号楼,116.51999,39.7698,https://jobs.51job.com/beijing-dxq/104656620.html?s=01&t=0,4.0,6.0,5.0,大兴区
173,瑞富行食品商贸有限公司,库工,3-5千/月,北京市丰台区大瓦窑782号,116.237032,39.862847,https://jobs.51job.com/beijing-ftq/77791077.html?s=01&t=0,3.0,5.0,4.0,丰台区
175,北京Dole食品有限公司,生产助理（制单员）,5-6千/月,亦庄经济技术开发区同济南路１６号,116.54531,39.78238,https://jobs.51job.com/beijing-dxq/101494556.html?s=01&t=0,5.0,6.0,5.5,大兴区
176,北京车行一六八信息技术有限公司,仓库主管,5-8千/月,北京市朝阳区日坛路6号1号楼新族大厦1001,116.447797,39.915883,https://jobs.51job.com/beijing-cyq/105138276.html?s=01&t=0,5.0,8.0,6.5,朝阳区
177,杭州维时科技有限公司,仓库主管,6-8千/月,顺和国际财富中心三层B区325,116.315928,39.87094,https://jobs.51job.com/beijing-ftq/108538042.html?s=01&t=0,6.0,8.0,7.0,丰台区
179,北京高威科电气技术股份有限公司,仓库主管,4-8千/月,北京市亦庄经济开发区经海三路138号东楼三楼,116.56626,39.783521,https://jobs.51job.com/beijing-dxq/61895653.html?s=01&t=0,4.0,8.0,6.0,大兴区
180,普崴存储信息技术（上海）有限公司,仓库主管,3-5千/月,东四环中路远洋国际中心C座1804,116.497965,39.919626,https://jobs.51job.com/beijing-cyq/105585894.html?s=01&t=0,3.0,5.0,4.0,朝阳区
183,北京元六鸿远电子科技股份有限公司,仓库主管,3-4.5千/月,生物医药基地天贵街1号,116.312907,39.691724,https://jobs.51job.com/beijing-dxq/58514354.html?s=01&t=0,3.0,4.5,3.75,大兴区
187,梦林佳居（北京）商贸有限公司,仓库主管,0.8-1万/月,北京市朝阳区朝阳门外大街3号山水广场D座1601,116.453613,39.929818,https://jobs.51job.com/beijing-cyq/105920913.html?s=01&t=0,8.0,10.0,9.0,朝阳区
189,北京友品智盈贸易有限公司,仓库主管,4.5-6千/月,朝阳区小营路19号昊华大厦C座17层,116.430181,39.997597,https://jobs.51job.com/beijing-cyq/103357205.html?s=01&t=0,4.5,6.0,5.25,朝阳区
190,北京华瑞时代通讯设备有限公司,苹果售后库房,5-8千/月,复兴路17号国海广场D座2907,116.319262,39.915824,https://jobs.51job.com/beijing-hdq/104603581.html?s=01&t=0,5.0,8.0,6.5,海淀区
